Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
The Fountain in the Sky	TSHD	TheFountainintheSky	Continuous Spell							When a LIGHT monster is destroyed by battle and sent to your Graveyard, you can remove that monster from play to gain Life Points equal to its ATK.
Trigon	TSHD	Trigon	Dragon/Union	Fire	3	500	1700			Once per turn, during your Main Phase, you can equip this card to a Machine-Type monster you control, OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, if the equipped monster destroys an opponent's monster by battle, select and Special Summon 1 Level 4 or lower LIGHT Machine-Type monster from your Graveyard. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)
Trust Guardian	TSHD	TrustGuardian	Fairy/Tuner	Light	3	0	800			This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Level 7 or higher Synchro Monster. Once per turn, that Synchro Monster cannot be destroyed by battle. Each time this effect is applied, that Synchro Monster loses 400 ATK and DEF at the end of the Damage Step.
Wattcube	TSHD	Wattcube	Equip Spell							Equip only to a Thunder-Type monster. It gains 100 ATK for each Thunder-Type monster in your Graveyard. You can send this face-up card you control to the Graveyard to have 1 face-up Thunder-Type monster you control gain 1000 ATK.
Wattfox	TSHD	Wattfox	Thunder/Tuner	Light	2	800	100			If this card is destroyed by your opponent's card (either by battle or by card effect), your opponent cannot Special Summon a monster, or activate Spells, Traps, Spell/Trap card effects, or Monster Card effects, for the rest of this turn.
Wattgiraffe	TSHD	Wattgiraffe	Thunder/Effect	Light	4	1200	100			This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent as a result of a direct attack, your opponent cannot activate the effects of any Spell, Trap, or Effect Monster Cards until the End Phase of this turn.
Wattwoodpecker	TSHD	Wattwoodpecker	Thunder/Effect	Light	3	1000	100			This card can attack twice during the same Battle Phase. Monsters that battled with this card cannot change their Battle Position.
Wave-Motion Inferno	TSHD	WaveMotionInferno	Continuous Spell							While you have no cards in your hand, face-up "Infernity" monsters you control gain 400 ATK and DEF. You can send this face-up card from the field to the Graveyard to send all cards from your hand to the Graveyard.
Worm Call	TSHD	WormCall	Continuous Spell							If your opponent controls a monster(s), and you control no monsters, you can Special Summon 1 "Worm" Reptile-Type monster from your hand in face-down Defense Position. This effect can only be used once per turn.
X-Saber Palomuro	TSHD	XSaberPalomuro	Reptile/Tuner	Earth	1	200	300			When another "Saber" monster you control is destroyed by battle and sent to the Graveyard, you can pay 500 Life Points to Special Summon this card from the Graveyard.
X-Saber Pashuul	TSHD	XSaberPashuul	Warrior/Tuner	Earth	2	100	0			This card cannot be destroyed by battle. If this card is in face-up Defense Position, you take 1000 damage during each of your opponent's Standby Phases.
XX-Saber Boggart Knight	TSHD	XXSaberBoggartKnight	Beast-Warrior/Effect	Earth	4	1900	1000			When this card is Normal Summoned, you can Special Summon 1 Level 4 or lower "X-Saber" monster from your hand. This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a "X-Saber" monster.
XX-Saber Darksoul	TSHD	XXSaberDarksoul	Beast/Effect	Earth	3	100	100			If this card you control is sent to the Graveyard, during the End Phase you can add 1 "X-Saber" monster from your Deck to your hand.
ZERO-MAX	TSHD	ZEROMAX	Normal Spell							If there are no cards in your hand, select 1 "Infernity" monster in your Graveyard. Special Summon it, and destroy all face-up monsters on the field with lower ATK than it. You cannot conduct your Battle Phase this turn.
Ally of Justice Cyclone Creator	DREV	AllyofJusticeCycloneCreator	Machine/Tuner	Dark	3	1400	1200			Once per turn, you can discard 1 card from your hand to return Spell/Trap Cards from the field to the hand equal to the number of face-up Tuner monsters on the field.
A/D Changer	DREV	ADChanger	Warrior/Effect	Light	1	100	100			You can remove from play this card in your Graveyard to select 1 monster on the field. Change its battle position.
Amazoness Fighting Spirit	DREV	AmazonessFightingSpirit	Continuous Spell							If an "Amazoness" monster attacks a monster with higher ATK, the attacking monster gains 1000 ATK during damage calculation only.
Amazoness Heirloom	DREV	AmazonessHeirloom	Equip Spell							Equip only to an "Amazoness" monster. Once per turn, that monster cannot be destroyed by battle. When the equipped monster attacks, after damage calculation, destroy the attack target.
Amazoness Queen	DREV	AmazonessQueen	Warrior/Effect	Earth	6	2400	1800			Amazoness monsters you control cannot be destroyed by battle.
Amazoness Sage	DREV	AmazonessSage	Warrior/Effect	Earth	4	1400	700			If this card attacks, select 1 Spell or Trap Card your opponent controls and destroy it at the end of the Damage Step.
Amazoness Scouts	DREV	AmazonessScouts	Warrior/Effect	Earth	2	500	1100			During either player's turn, you can Tribute this card. If you do, during this turn, face-up "Amazoness" monsters you control cannot be targeted by Effect Monsters' effects and cannot be destroyed by the effects of Spells, Traps or Effect Monsters.
Amazoness Shamanism	DREV	AmazonessShamanism	Normal Trap							Destroy all face-up "Amazoness" monsters you control. Then, you can Special Summon any number of Level 4 or lower "Amazoness" monsters from your Graveyard in face-up Defense Position, up to the number of monsters destroyed by this effect.
Amazoness Trainee	DREV	AmazonessTrainee	Warrior/Effect	Earth	4	1500	1300			Monsters destroyed by battle with this card are returned to the bottom of the owner's Deck instead of going to the Graveyard. If this card destroys an opponent's monster by battle, this card gains 200 ATK.
Amazoness Village	DREV	AmazonessVillage	Field Spell							All "Amazoness" monsters gain 200 ATK. Once per turn, when an "Amazoness" monster is destroyed by battle or by a card effect, and is sent to the Graveyard, you can Special Summon 1 "Amazoness" monster from your Deck with a Level equal to or lower than that of the destroyed "Amazoness".
Amazoness Willpower	DREV	AmazonessWillpower	Continuous Trap							Select 1 "Amazoness" monster in your Graveyard and Special Summon it in Attack Position. It cannot change its battle position and must attack if able. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.
Ambitious Gofer	DREV	AmbitiousGofer	Fiend/Effect	Dark	6	2400	100			Once per turn, you select up to 2 monsters your opponent controls. Your opponent can reveal 1 monster in their hand to negate this card's effect. If they do not, destroy the selected monsters.
Anti-Magic Prism	DREV	AntiMagicPrism	Normal Trap							Activate only when your opponent activates a Quick-Play Spell Card. Select 1 card on the field and destroy it.
Barrier Wave	DREV	BarrierWave	Normal Trap							Activate by Tributing 1 Synchro Monster you control when your opponent declares an attack with a monster. Change all Attack Position monsters your opponent controls to Defense Position. Afterwards, inflict damage to your opponent's Life Points equal to the DEF of the monster the attack was declared with.
Battle Instinct	DREV	BattleInstinct	Normal Trap							Activate only when your opponent declares a direct attack and you control no monsters. Special Summon 1 Level 4 or lower Beast-Type monster from your hand in face-up Attack Position.
Beast Rage	DREV	BeastRage	Normal Spell							All monsters you control gain 200 ATK for each of your removed from play Beast-Type and Winged Beast-Type monsters.
Beast Rising	DREV	BeastRising	Continuous Trap							Once per turn, you can remove from play 1 face-up Beast-Type or Beast-Warrior-Type monster you control to select 1 other face-up Beast-Type or Beast-Warrior-Type monster you control. The selected monster gains the original ATK of the monster removed from play for this effect.
Bicorn Re'em	DREV	BicornReem	Beast/Effect	Dark	4	800	1600			If this card is sent to the Graveyard as a Synchro Material Monster for a Synchro Summon, send the top 2 cards from your opponent's Deck to the Graveyard.
Blind Spot Strike	DREV	BlindSpotStrike	Quick-Play Spell							Select 1 face-up Defense Position monster your opponent controls and 1 face-up Attack Position monster you control. The monster you control gains ATK equal to the opponent's monster's DEF, until the End Phase.
Chain Whirlwind	DREV	ChainWhirlwind	Normal Trap							Activate only when a card on the field is destroyed by a card effect. Select 2 Spell/Trap Cards on the field and destroy them.
Chivalry	DREV	Chivalry	Counter Trap							Activate only during the Battle Phase, when the effect of an opponent's Effect Monster is activated. Negate the activation and destroy that card.
Cursed Armaments	DREV	CursedArmaments	Equip Spell							The equipped monster loses 600 ATK for each monster you control. When this card is sent from the field to the Graveyard, you can select 1 face-up monster your opponent controls and equip it with this card.
D.D. Destroyer	DREV	DDDestroyer	Warrior/Effect	Earth	4	1000	1000			When this card on the field is removed from play, you can select 1 face-up card your opponent controls and destroy it.
D.D. Unicorn Knight	DREV	DDUnicornKnight	Warrior/Effect	Light	4	1800	900			This card cannot be Normal Summoned or Set. This card can only be Special Summoned if your opponent controls a monster(s) and you control a face-up Tuner monster(s). When this card is Special Summoned this way, you can select 1 of your removed from play Level 3 or lower non-Tuner monsters and Special Summon it. Its effect(s) are negated. You cannot Normal Summon or Set the turn you Special Summon this card.
Damage Eater	DREV	DamageEater	Fiend/Effect	Dark	2	100	800			During your opponent's turn, when your opponent activates a card or effect that would inflict damage, you can remove from play this card in your Graveyard to change that effect so it increases Life Points by the same amount instead.
Dark Desertapir	DREV	DarkDesertapir	Beast/Effect	Earth	2	1100	300			When this card is removed from play, you can select 1 Level 4 or lower Beast-Type monster in your Graveyard and Special Summon it.
Dash Warrior	DREV	DashWarrior	Warrior/Effect	Wind	3	600	1200			If this card attacks, it gains 1200 ATK during the Damage Step only.
Delta Flyer	DREV	DeltaFlyer	Dragon/Tuner	Wind	3	1500	900			Once per turn, you can select 1 other face-up monster you control and increase its Level by 1.
Desperate Tag	DREV	DesperateTag	Continuous Trap							If a face-up Attack Position monster you control is destroyed by battle, during damage calculation, you can reduce the Battle Damage from this battle to 0 and Special Summon 1 Level 4 or lower Warrior-Type monster from your hand at the end of the Damage Step.
Double Cyclone	DREV	DoubleCyclone	Quick-Play Spell							Select 1 Spell/Trap Card you control and 1 Spell/Trap Card your opponent controls. Destroy the selected card(s).
Dragon Knight Draco-Equiste	DREV	DragonKnightDracoEquiste	Dragon/Fusion/Effect	Wind	10	3200	2000			This monster can only be Special Summoned by Fusion Summon (from the Extra Deck). Once per turn, you can select 1 Dragon-Type Synchro Monster in the Graveyard. Remove it from play, treat this card's name as that monster's name, and give this card the same effects as that monster, until the End Phase. While this card is in face-up Attack Position, any effect damage you would take from an opponent's card effect is inflicted to your opponent instead.
Earthquake Giant	DREV	EarthquakeGiant	Rock/Effect	Earth	5	1600	2100			Once per turn, when the battle position of this card is changed, you can select 1 monster your opponent controls and change its battle position.
Effect Veiler	DREV	EffectVeiler	Spellcaster/Tuner	Light	1	0	0			During your opponent's Main Phase, you can send this card from your hand to the Graveyard to select 1 face-up Effect Monster your opponent controls. Negate the effect(s) of that monster until the End Phase.
Egotistical Ape	DREV	EgotisticalApe	Beast/Tuner	Earth	5	1200	1200			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by sending 1 Beast-Type monster from your hand to the Graveyard. When this card is Special Summoned this way, you can activate 1 of these effects:  Increase the Level of this card by the Level of the Beast-Type monster OR Decrease the Level of this card by the Level of the Beast-Type monster.
Elephun	DREV	Elephun	Beast/Tuner	Earth	2	500	300			When this card is destroyed by battle and sent to the Graveyard, you can select 1 of your Level 3 or lower Beast-Type, Beast-Warrior-Type or Winged Beast-Type monsters that is removed from play, and add it to your hand.
Fabled Raven	DREV	FabledRaven	Fiend/Tuner	Light	2	1300	1000			Once per turn, you can discard any number of cards from your hand and increase the Level of this card by the number of discarded cards, until the End Phase. This card also gains ATK equal to the number of discarded cards x 400, until the End Phase.
Final Psychic Ogre	DREV	FinalPsychicOgre	Psychic/Effect	Earth	5	2200	1700			If this card destroys an opponent's monster by battle, you can pay 800 Life Points to select 1 Psychic-Type monster in your Graveyard, and add it to your hand.
Flamvell Archer	DREV	FlamvellArcher	Pyro/Tuner	Fire	3	1000	200			Once per turn, you can Tribute 1 face-up Pyro-Type monster you control to have all face-up "Flamvell" monsters on the field gain 800 ATK until the End Phase.
Flamvell Fiend	DREV	FlamvellFiend	Fiend/Effect	Fire	5	2100	1200			When this card inflicts Battle Damage to your opponent, inflict 200 damage to your opponent for each Pyro-Type monster in your Graveyard.
Flamvell Poun	DREV	FlamvellPoun	Pyro/Effect	Fire	1	200	200			When this card is destroyed by battle and sent to the Graveyard, you can select and add 1 monster with 200 DEF from your Deck to your hand.
Genex Power Planner	DREV	GenexPowerPlanner	Spellcaster/Effect	Light	1	300	200			When this card is Normal Summoned, you can add 1 Level 3 "Genex" Effect Monster from your Deck to your hand.
Genex Worker	DREV	GenexWorker	Machine/Effect	Wind	3	1200	1200			You can Tribute this card to Special Summon 1 "Genex" monster from your hand.
Guts of Steel	DREV	GutsofSteel	Normal Spell							Select 3 "Scrap" monsters in your Graveyard. Your opponent picks 1 of them, you Special Summon it to either player's side of the field, and remove the others from play.
Horn of the Phantom Beast	DREV	HornofthePhantomBeast	Normal Trap							Equip this card to a Beast-Type or Beast-Warrior-Type monster you control. It gains 800 ATK. When the equipped monster destroys an opponent's monster by battle and sends it to the Graveyard, draw 1 card.
Howl of the Wild	DREV	HowloftheWild	Continuous Trap							When a monster you control destroys an opponent's monster by battle and sends it to the Graveyard, inflict 300 damage to your opponent for each face-up Beast-Type monster you control.
Hypnocorn	DREV	Hypnocorn	Beast/Effect	Dark	4	1400	600			When this card is Normal Summoned, if your opponent controls a monster(s) and you control no other monsters, you can select 1 Set Spell or Trap Card and destroy it.
Landoise's Luminous Moss	DREV	LandoisesLuminousMoss	Normal Spell							Activate only if you control a face-up "Naturia" monster. The opponent's Effect Monsters cannot activate their effects this turn.
Light of Destruction	DREV	LightofDestruction	Continuous Trap							When an opponent's card effect sends a card(s) from their Deck to the Graveyard, send the top 3 cards of their Deck to the Graveyard.
Lightning Tricorn	DREV	LightningTricorn	Beast/Synchro	Light	8	2800	2000			If this card is destroyed by your opponent's card (either by battle or by card effect), you can select 1 "Thunder Unicorn" or "Voltic Bicorn" in your Graveyard and Special Summon it.
Lock Cat	DREV	LockCat	Beast/Effect	Earth	3	1200	1000			When this card is Normal Summoned, you can select 1 Level 1 Beast-Type monster in your Graveyard and Special Summon it in face-up Defense Position. Its effects are negated.
Mine Mole	DREV	MineMole	Beast/Effect	Earth	3	1000	1200			Once per turn, this card cannot be destroyed by battle. If this card is sent to the Graveyard as a Synchro Material Monster of a Beast-Type monster, draw 1 card. If this card is removed from the field by your opponent's card effect, remove this card from play.
Miracle Synchro Fusion	DREV	MiracleSynchroFusion	Normal Spell							Remove from play, from your side of the field or your Graveyard, the Fusion Material Monsters listed on a Fusion Monster Card that lists a Synchro Monster as a Fusion Material Monster, and Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this Set card is destroyed by an opponent's card effect and sent to the Graveyard, draw 1 card.
Miracle's Wake	DREV	MiraclesWake	Normal Trap							Select 1 monster that was destroyed by battle and sent to your Graveyard during this turn. Special Summon it.
Monoceros	DREV	Monoceros	Beast/Effect	Light	3	1000	1000			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 Spell Card from your hand. When you Synchro Summon using this card and a Beast-Type Tuner monster as the Synchro Material Monsters, you can select 1 Beast-Type Tuner monster used for the Synchro Summon and Special Summon it from the Graveyard.
Mystical Refpanel	DREV	MysticalRefpanel	Normal Trap							Activate only when a Spell Card that targets 1 player is activated. The effect of that Spell Card is applied to the other player instead.
Naturia Bamboo Shoot	DREV	NaturiaBambooShoot	Plant/Effect	Earth	5	2000	2000			If this card is Tribute Summoned by Tributing a "Naturia" monster, while this card remains face-up on the field, your opponent cannot activate Spell or Trap Cards.
Naturia Beans	DREV	NaturiaBeans	Plant/Effect	Earth	2	100	1200			Once per turn, this card cannot be destroyed by battle. When this face-up card is selected as an attack target, inflict 500 Damage to your opponent.
Naturia Forest	DREV	NaturiaForest	Field Spell							If you negate the activation of a card your opponent controls, you can add 1 Level 3 or lower "Naturia" monster from your Deck to your hand.
Naturia Mosquito	DREV	NaturiaMosquito	Insect/Effect	Earth	1	200	300			While you control another face-up "Naturia" monster(s), your opponent cannot select this card as an attack target. Your opponent takes any Battle Damage you would have taken from battles involving a face-up "Naturia" monster you control, except this card.
Naturia Pineapple	DREV	NaturiaPineapple	Plant/Effect	Earth	2	100	100			All face-up monsters you control are treated as Plant-Type. If this card is in your Graveyard during your Standby Phase, and you control no Spell or Trap Cards, you can Special Summon this card. This effect cannot be activated if you control a face-up "Naturia Pineapple" or if there are any monsters in your Graveyard that are not Plant-Type or Beast-Type.
Paradox Fusion	DREV	ParadoxFusion	Counter Trap							Activate by removing 1 face-up Fusion Monster you control from play. Negate the activation of a Spell or Trap Card, OR the Special Summon of a monster and destroy that card. During your 2nd End Phase, return the removed Fusion Monster to the field in face-up Attack Position.
Parallel Selection	DREV	ParallelSelection	Normal Trap							Activate only when a Synchro Monster you control is destroyed by your opponent (either by battle or by card effect) and sent to the Graveyard. Select 1 of your removed from play Spell Cards and add it to your hand.
Pestilence	DREV	Pestilence	Equip Spell							Equip only to a Warrior-Type, Beast-Warrior-Type, or Spellcaster-Type monster. Its ATK becomes 0. During each of your Standby Phases, inflict 500 damage to the controller of the equipped monster.
Playful Possum	DREV	PlayfulPossum	Beast/Effect	Earth	2	800	600			During your Main Phase, if your opponent controls a face-up monster with a higher ATK than the ATK of this card, you can destroy this card on the field. During your Standby Phase, if this card is destroyed by this effect, you can Special Summon this card from the Graveyard.
Pot of Duality	DREV	PotofDuality	Normal Spell							Reveal the top 3 cards of your Deck, add 1 of them to your hand, then shuffle the rest back into your Deck. You can only activate 1 "Pot of Duality" per turn. You cannot Special Summon a monster(s) during the turn you activate this card.
Psychic Nightmare	DREV	PsychicNightmare	Psychic/Synchro	Wind	6	2400	1800			Once per turn, during your Main Phase, you can pick 1 random card in your opponent's hand and call what type of card it is (Monster, Spell or Trap). If you call it right, this card gains 1000 ATK until your opponent's End Phase.
Queen's Pawn	DREV	QueensPawn	Normal Trap							Activate only when an "Amazoness" monster you control destroys an opponent's monster by battle and sends it to the Graveyard. Special Summon 1 Level 4 or lower "Amazoness" monster from your Deck.
Reanimation Wave	DREV	ReanimationWave	Normal Trap							Activate only when your opponent's monster declares a direct attack. Select 1 Synchro Monster in your Graveyard with a Level less than or equal to the attacking monster's. The Battle Damage you take from that attack is halved. At the end of the Damage Step, Special Summon the selected Synchro Monster from the Graveyard.
Rhinotaurus	DREV	Rhinotaurus	Beast-Warrior/Effect	Fire	4	1800	600			If 2 or more of your opponent's monsters are destroyed by battle with your monsters during the same Battle Phase, this card can attack twice during that Battle Phase.
Scrap Archfiend	DREV	ScrapArchfiend	Fiend/Synchro	Earth	7	2700	1800			1 Tuner + 1 or more non-Tuner monsters.
Scrap Beast	DREV	ScrapBeast	Beast/Tuner	Earth	4	1600	1300			If this face-up Defense Position card is selected as an attack target, destroy this card at the end of the Battle Phase. If this card is destroyed by the effect of a "Scrap" card and sent to the Graveyard, you can select 1 "Scrap" monster in your Graveyard, except "Scrap Beast", and add it to your hand.
Scrap Chimera	DREV	ScrapChimera	Beast/Effect	Earth	4	1700	500			This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a "Scrap" monster, and all the other Synchro Material Monsters must also be "Scrap" monsters. When this card is Normal Summoned, you can select 1 "Scrap" Tuner monster in your Graveyard and Special Summon it.
Scrap Dragon	DREV	ScrapDragon	Dragon/Synchro	Earth	8	2800	2000			Once per turn, you can select 1 card you control and 1 card your opponent controls. Destroy them. When this card is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard, select 1 non-Synchro "Scrap" monster in your Graveyard and Special Summon it.
Scrap Goblin	DREV	ScrapGoblin	Beast-Warrior/Tuner	Earth	3	0	500			This card cannot be destroyed by battle. If this face-up Defense Position card is selected as an attack target, destroy this card at the end of the Battle Phase. If this card is destroyed by the effect of a "Scrap" card and sent to the Graveyard, you can select 1 "Scrap" monster in your Graveyard, except "Scrap Goblin", and add it to your hand.
Scrap Golem	DREV	ScrapGolem	Rock/Effect	Earth	5	2300	1400			Once per turn, you can select 1 Level 4 or lower "Scrap" monster in your Graveyard and Special Summon it to either player's side of the field.
Scrap Hunter	DREV	ScrapHunter	Machine/Effect	Earth	3	1600	400			Once per turn, you can select 1 face-up "Scrap" monster you control, except this card. Destroy it and send 1 Tuner monster from your Deck to your Graveyard.
Scrap Rage	DREV	ScrapRage	Normal Trap							Activate only during damage calculation, if a Defense Position "Scrap" monster on the field is being attacked. It gains 2000 DEF and is destroyed at the end of the Battle Phase.
Scrap Sheen	DREV	ScrapSheen	Quick-Play Spell							Select 1 face-up "Scrap" monster you control and destroy it. All face-up "Scrap" monsters you control gain 1000 ATK until the End Phase.
Scrapstorm	DREV	Scrapstorm	Quick-Play Spell							Select 1 face-up "Scrap" monster you control. Send 1 "Scrap" monster from your Deck to the Graveyard, then draw 1 card. Then, destroy the selected monster.
Scrapyard	DREV	Scrapyard	Normal Spell							Add 1 "Scrap" Tuner monster from your Deck to your hand.
Solemn Warning	DREV	SolemnWarning	Counter Trap						A2/T2	Pay 2000 Life Points. Negate the Summon of a monster OR the activation of a Spell Card, Trap Card, or Effect Monster's effect that would Special Summon a monster(s), and destroy that card.
Stronghold Guardian	DREV	StrongholdGuardian	Warrior/Effect	Earth	4	0	1500			If a Defense Position monster you control is attacked, during the Damage Step, you can send this card from your hand to the Graveyard to have that monster gain 1500 DEF until the End Phase.
Stygian Street Patrol	DREV	StygianStreetPatrol	Fiend/Effect	Dark	4	1600	1200			When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the Level of the destroyed monster x 100. You can remove from play this card in your Graveyard to Special Summon 1 Fiend-Type monster with 2000 or less ATK from your hand.
Summoning Curse	DREV	SummoningCurse	Continuous Spell							When a monster is Special Summoned, the controller of that monster chooses 1 card in their hand and removes it from play. During each of your End Phases, pay 500 Life Points or destroy this card.
Super Rush Recklessly	DREV	SuperRushRecklessly	Normal Trap							Select 1 face-up Beast-Type monster you control and 1 monster your opponent controls. Destroy your monster, and return the opponent's monster to the Deck.
Synchro Fusionist	DREV	SynchroFusionist	Spellcaster/Effect	Dark	2	800	600			If this card is sent to the Graveyard as a Synchro Material Monster, you can add 1 Spell Card from your Deck to your hand with "Polymerization" or "Fusion" in the card name, except "Diffusion Wave-Motion".
Thunder Unicorn	DREV	ThunderUnicorn	Beast/Synchro	Light	5	2200	1800			Once per turn, during your Main Phase, you can select 1 face-up monster your opponent controls. It loses 500 ATK for each monster you control, until the End Phase. During the turn this effect is activated, no other monsters can attack, except this card.
Trident Warrior	DREV	TridentWarrior	Warrior/Effect	Light	4	1800	1200			When this card is Normal Summoned, you can Special Summon 1 Level 3 monster from your hand.
Ultimate Axon Kicker	DREV	UltimateAxonKicker	Psychic/Fusion/Effect	Light	10	2900	1700			This monster can only be Special Summoned by Fusion Summon (from the Extra Deck). This card cannot be destroyed by card effects. During battle between this attacking card and a Defense Position monster whose DEF is lower than than the ATK of this card, inflict the difference as Battle Damage to your opponent. When this card destroys an opponent's monster by battle and sends it to the Graveyard, you gain Life Points equal to the destroyed monster's ATK.
Unibird	DREV	Unibird	Winged Beast/Effect	Wind	2	100	600			You can remove from play this face-up card, and 1 face-up monster you control, to select 1 Synchro Monster in your Graveyard with a Level less than or equal to the combined original Levels of the other 2 monsters. Special Summon that Synchro Monster.
Unicorn Beacon	DREV	UnicornBeacon	Normal Spell							Select 1 removed from play Level 5 or lower Beast-Type or Winged Beast-Type monster. Remove from play 1 card in your hand and Special Summon the selected monster in Attack Position.
Uni-Horned Familiar	DREV	UniHornedFamiliar	Beast/Tuner	Light	2	0	1000			When this face-up Defense Position card is selected as an attack target, you can remove from play 1 monster you control other than this card to remove this card from play. The attacking monster must attack. During your next Standby Phase, If this card was removed from play by this effect, this card returns to the field.
Voltic Bicorn	DREV	VolticBicorn	Beast/Synchro	Light	7	2500	2000			If this card is destroyed by your opponent's card (either by battle or by card effect), both players send the top 7 cards of their Deck to the Graveyard.
Wattbetta	DREV	Wattbetta	Thunder/Tuner	Light	2	100	0			When this card inflicts Battle Damage to your opponent by a direct attack, your opponent discards 1 card of their choice.
Wattcannon	DREV	Wattcannon	Continuous Trap							Once per turn, when a Level 4 or lower Thunder-Type monster is Normal or Special Summoned to the field, inflict 600 damage to your opponent.
Wattchimera	DREV	Wattchimera	Thunder/Synchro	Light	6	1400	1200			This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, place 1 random card from your opponent's hand on top of their Deck.
Wattcine	DREV	Wattcine	Continuous Spell							When a Thunder-Type monster you control inflicts Battle Damage to your opponent, gain Life Points equal to the damage inflicted.
Wattlemur	DREV	Wattlemur	Thunder/Effect	Light	2	800	100			If this card is destroyed by your opponent's card (either by battle or by card effect), they cannot conduct their Battle Phase during their next turn.
Wattpheasant	DREV	Wattpheasant	Thunder/Effect	Light	4	1000	800			This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, select 1 face-up monster on the field and remove it from play until the End Phase of this turn.
Wiseman's Chalice	DREV	WisemansChalice	Normal Spell							If you control no monsters, Select 1 monster in your opponent's Graveyard. Special Summon it. During the End Phase of this turn, give control of that Special Summoned monster to your opponent. The monster cannot be Tributed, or used as a Synchro Material Monster, while it is face-up on the field.
Ally of Justice Thousand Arms	STBL	AllyofJusticeThousandArms	Machine/Effect	Dark	4	1700	0			This card can attack all face-up LIGHT monsters your opponent controls once each. If this card battles a non-LIGHT monster, destroy this card before damage calculation.
Ally of Justice Unknown Crusher	STBL	AllyofJusticeUnknownCrusher	Machine/Effect	Dark	3	1200	800			When this card battles a LIGHT monster, remove that monster from play after damage calculation.
Ally Salvo	STBL	AllySalvo	Machine/Effect	Dark	2	400	300			When this card is destroyed by battle with a LIGHT monster and sent to the Graveyard, select 2 cards on the field and destroy them.
Anarchist Monk Ranshin	STBL	AnarchistMonkRanshin	Spellcaster/Effect	Earth	4	1800	100			When this card is sent from the field to the Graveyard by your opponent's card (including by battle, card effect, or by being destroyed), select 1 monster in your opponent's Graveyard and remove it from play.
Archfiend Empress	STBL	ArchfiendEmpress	Fiend/Effect	Dark	8	2900	2100			If (exactly) 1 face-up DARK Fiend-Type monster on the field, except this card, would be destroyed, you can remove from play 1 DARK Fiend-Type monster from your Graveyard, instead. When this card is destroyed and sent from the field to the Graveyard, you can select 1 Level 6 or higher DARK Fiend-Type monster in your Graveyard, except "Archfiend Empress", and Special Summon it.
Attack Gainer	STBL	AttackGainer	Warrior/Tuner	Earth	1	0	0			If this card is sent to the Graveyard as a Synchro Material Monster, select 1 face-up monster your opponent controls. The selected opponent's monster loses 1000 ATK until the End Phase.
Axe of Fools	STBL	AxeofFools	Equip Spell							The equipped monster gains 1000 ATK and its effect(s) is negated. During each of your Standby Phases, the controller of the equipped monster takes 500 damage.
Barkion's Bark	STBL	BarkionsBark	Normal Spell							Activate only if you control a face-up "Naturia" monster. Your opponent cannot activate Trap Cards this turn.
Blackback	STBL	Blackback	Normal Trap							Activate only during your turn. Select 1 "Blackwing" monster with 2000 or less ATK in your Graveyard, and Special Summon it. You cannot Normal Summon or Set the turn you activate this card.
Blackwing - Abrolhos the Megaquake	STBL	BlackwingAbrolhostheMegaquake	Winged Beast/Effect	Dark	7	2600	1800			This card cannot be Special Summoned. Any monsters that battles with this card is not destroyed by that battle, and returns to the hand after damage calculation. Once per turn, during your Main Phase 1, you can have this card lose 1000 ATK, and return all cards in your opponent's Spell and Trap Card Zone to the hand.
Blackwing - Aurora the Northern Lights	STBL	BlackwingAuroratheNorthernLights	Winged Beast/Effect	Light	10	?	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 face-up monsters you control (1 "Blackwing" Tuner and 1 non-Tuner). Once per turn, you can remove from play 1 "Blackwing" Synchro Monster from your Extra Deck. This card's name, ATK, and effects become the same as that monster's, until the End Phase.
Blackwing - Boobytrap	STBL	BlackwingBoobytrap	Normal Trap							When this Set card is destroyed by your opponent's card effect while you control a face-up "Blackwing" monster, inflict 1000 damage to your opponent and draw 1 card.
Blackwing - Etesian of Two Swords	STBL	BlackwingEtesianofTwoSwords	Winged Beast/Effect	Dark	3	400	1600			If a "Blackwing" monster you control battles an opponent's monster, and that opponent's monster is still on the field at the end of the Damage Step, you can send this card from your hand to the Graveyard to inflict 1000 damage to your opponent.
