Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Nightmare's Steelcage	SD6	NightmaresSteelcage	Normal Spell							This card remains face-up on the field for 2 of your opponent's turns. No monsters can attack. Destroy this card during your opponent's 2nd End Phase after this card was activated.
Pitch-Black Power Stone	SD6	PitchBlackPowerStone	Continuous Trap							After activation, put 3 Spell Counters on this card. During each of your turns you can move 1 of this card's Spell Counters to another face-up card on the field that you can put a Spell Counter on. When there are no Spell Counters on this card, this card is destroyed.
Royal Magical Library	SD6	RoyalMagicalLibrary	Spellcaster/Effect	Light	4	0	2000			Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card (max. 3). By removing 3 Spell Counters from this card, draw 1 card from your Deck.
Spell Absorption	SD6	SpellAbsorption	Continuous Spell							Each time a Spell Card is activated, increase the Life Points of this card's controller by 500 points.
Tsukuyomi	SD6	Tsukuyomi	Spellcaster/Spirit	Dark	4	1100	1400		A0/T1	This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that it is Normal Summoned or flipped face-up. When this card is Normal Summoned or flipped face-up, select 1 face-up monster on the field and flip it into face-down Defense Position.
Canyon	SD7	Canyon	Field Spell							If a Rock-Type monster in Defense Position is attacked, double any Battle Damage to the controller of the attacking monster.
Compulsory Evacuation Device	SD7	CompulsoryEvacuationDevice	Normal Trap							Return 1 monster on the field to its owner's hand.
Ectoplasmer	SD7	Ectoplasmer	Continuous Spell							Only once during each player's End Phase, the turn player Tributes 1 face-up monster on his/her side of the field and inflicts damage to the opponent's Life Points equal to half of the original ATK of the Tributed Monster.
Exxod, Master of the Guard	SD7	ExxodMasteroftheGuard	Rock/Effect	Earth	8	0	4000			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 monster on your side of the field that includes "sphinx" in its card name. While this card is face-up on the field, each time an EARTH monster is Flip Summoned, inflict 1000 damage to your opponent.
Great Spirit	SD7	GreatSpirit	Rock/Effect	Earth	4	500	1500			Once per turn, during your Main Phase, you can flip this card into face-down Defense Position. When this card is Flip Summoned, you can switch the original ATK and DEF of 1 face-up EARTH monster on the field until the end of this turn.
Guardian Statue	SD7	GuardianStatue	Rock/Effect	Earth	4	800	1400			Once per turn, during your Main Phase, you can flip this card into face-down Defense Position. When this card is Flip Summoned, return 1 monster on your opponent's side of the field to the owner's hand.
Hammer Shot	SD7	HammerShot	Normal Spell							Destroy the 1 face-up Attack Position monster that has the highest ATK. (If it's a tie, you get to choose.)
Megarock Dragon	SD7	MegarockDragon	Rock/Effect	Earth	7	?	?			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play a Rock-Type monster(s) in your Graveyard. The original ATK and DEF of this card become the number of Rock-Type monsters you removed from play when you Special Summoned this card x 700 points.
Shifting Shadows	SD7	ShiftingShadows	Continuous Spell							Pay 300 Life Points to rearrange the face-down Defense Position monsters on your side of the field, then return them in face-down Defense Position. You can only use this effect once per turn.
Waboku	SD7	Waboku	Normal Trap							You take no Battle Damage this turn. Your monsters cannot be destroyed by battle this turn.
Aqua Chorus	SD8	AquaChorus	Continuous Trap							If there are monsters with the same name on the field, increase the ATK and DEF of all of those monsters with the same name by 500 points.
Dark Coffin	SD8	DarkCoffin	Normal Trap							When this face-down card is destroyed and sent to the Graveyard, your opponent selects and executes 1 of the following effects: *Discard 1 random card in their hand. *Select 1 monster on their side of the field and destroy it.
Elegant Egotist	SD8	ElegantEgotist	Normal Spell							Activate only when there are 1 or more "Harpie Lady" on the field. Special Summon 1 "Harpie Lady" or "Harpie Lady Sisters" from your hand or your Deck.
Harpie Girl	SD8	HarpieGirl	Winged Beast	Wind	2	500	500			A Harpie chick who aspires to flit about beautifully and gorgeously, but attack sharply.
Harpie Lady Sisters	SD8	HarpieLadySisters	Winged Beast/Effect	Wind	6	1950	2100			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by the effect of "Elegant Egotist".
Harpies' Hunting Ground	SD8	HarpiesHuntingGround	Field Spell							When "Harpie Lady" or "Harpie Lady Sisters" is Normal Summoned or Special Summoned to the field, destroy 1 Spell or Trap card on the field. Increase the ATK and DEF of all face-up Winged Beast-Type monsters on the field by 200 points.
Hysteric Party	SD8	HystericParty	Continuous Trap							Discard 1 card from your hand. Special Summon as many "Harpie Lady" cards as possible from your Graveyard. When this card is removed from the field, destroy all the monsters that were Special Summoned by this card's effect.
Silpheed	SD8	Silpheed	Fairy/Effect	Wind	4	1700	700			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 WIND monster in your Graveyard. When this card is destroyed by battle and sent to the Graveyard, your opponent discards 1 random card from their hand.
Simorgh, Bird of Divinity	SD8	SimorghBirdofDivinity	Winged Beast/Effect	Wind	7	2700	1000			This card cannot be Special Summoned. If you Tribute Summon this card, the Tributes must be WIND. While this card is face-up on the field, both players take 1000 points of damage during each player's End Phase. Decrease the damage each player takes when this happens by 500 points for each Spell and Trap Card that player controls.
Slate Warrior	SD8	SlateWarrior	Fiend/Effect	Wind	4	1900	400			FLIP: Increase the ATK and DEF of this card by 500 points. The ATK and DEF of a monster that destroys this card as a result of battle is decreased by 500 points.
Sonic Duck	SD8	SonicDuck	Winged Beast	Wind	3	1700	700			A duck which can walk at a sonic speed. Sometimes, he cannot deal with his incredible pace and loses control.
Sonic Shooter	SD8	SonicShooter	Winged Beast/Effect	Wind	4	1300	600			If there are no cards in your opponent's Spell & Trap Card Zones, this card can attack your opponent directly. When it does, any Battle Damage this card inflicts to your opponent's Life Points becomes the original ATK of this card.
Triangle Ecstasy Spark	SD8	TriangleEcstasySpark	Normal Spell							Until the End Phase of this turn, the ATK of all "Harpie Lady Sisters" becomes 2700, your opponent cannot activate any Trap Cards, and the effect of every Trap Card on your opponent's side of the field is negated.
Sinister Serpent	SDD	SinisterSerpent	Reptile/Effect	Water	1	300	250		A0/T1	During your standby Phase, if a Sinister Serpent exists in your Graveyard, you can return the Sinister Serpent to your hand.
Valkyrion The Magna Warrior	SDD	ValkyrionTheMagnaWarrior	Rock/Effect	Earth	8	3500	3850			This card can only be Special Summoned by Tributing "Alpha the Magnet Warrior", "Beta the Magnet Warrior", and "Gamma the Magnet Warrior" from your hand or the field. If "Alpha the Magnet Warrior", "Beta the Magnet Warrior", and "Gamma the Magnet Warrior" exist in the Graveyard, you can Tribute this card to Special Summon these 3 cards to the field.
Lightpulsar Dragon	SDDC	LightpulsarDragon	Dragon/Effect	Light	6	2500	1500			You can Special Summon this card (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. You can Special Summon this card (from your Graveyard) by sending 1 LIGHT and 1 DARK monster from your hand to the Graveyard. When this card is sent from the field to the Graveyard: You can target 1 Level 5 or higher DARK Dragon-Type monster in your Graveyard; Special Summon that target.
Darkflare Dragon	SDDC	DarkflareDragon	Dragon/Effect	Dark	5	2400	1400			You can Special Summon this card (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. Once per turn: You can send 1 Dragon-Type monster from your hand 1 Dragon-Type monster from your Deck to the Graveyard, then target 1 card in either Graveyard; banish that target.
Eclipse Wyvern	SDDC	EclipseWyvern	Dragon/Effect	Light	4	1600	1000			If this card is sent to the Graveyard: Banish 1 Level 7 or higher LIGHT or DARK Dragon-Type monster from your Deck. If this card in the Graveyard is banished: You can add the monster banished by this effect to your hand.
Chaos Zone	SDDC	ChaosZone	Field Spell							Each time a monster(s) is banished, place 1 Chaos Counter on this card for each of those monsters. Once per turn: You can remove 4 or more Chaos Counters from your side of the field to target 1 banished monster with a Level equal to the number of Chaos Counters removed; Special Summon that target. When this card on the field is sent to the Graveyard by your opponent's card effect: You can add 1 LIGHT or DARK monster from your Deck to your hand, whose Level is less than or equal to the number of Chaos Counters that were on this card.
Dragon's Rebirth	SDDC	DragonsRebirth	Normal Trap							Target 1 face-up Dragon-Type monster you control; banish that target and Special Summon 1 Dragon-Type monster form your hand or Graveyard.
Bottomless Trap Hole	SDDE	BottomlessTrapHole	Normal Trap						A2/T2	When your opponent Summons a monster(s) with an ATK of 1500 or more, destroy and remove from play the monster(s).
By Order of the Emperor	SDDE	ByOrderoftheEmperor	Continuous Trap							You can choose to negate the activation of an Effect Monster's effect that activates when a monster is Normal Summoned (including itself). If you do, that Effect Monster's controller draws 1 card.
Chaosrider Gustaph	SDDE	ChaosriderGustaph	Warrior/Effect	Wind	4	1400	1500			You can remove up to 2 Spell Cards in your Graveyard from play to increase the ATK of this monster by 300 points for each card removed from play until the end of your opponent's next turn. This effect can only be used once during your turn.
D.D. Dynamite	SDDE	DDDynamite	Normal Trap							Inflict 300 damage to your opponent for each of your opponent's cards that has been removed from play.
D.D. Scout Plane	SDDE	DDScoutPlane	Machine/Effect	Dark	2	800	1200			If this card is removed from play, Special Summon this card in face-up Attack Position on your side of the field during the End Phase of this turn.
D.D. Warrior	SDDE	DDWarrior	Warrior/Effect	Earth	4	1200	1000			When this card battles a monster, after damage calculation remove from play that monster and this card.
D.D.R. - Different Dimension Reincarnation	SDDE	DDRDifferentDimensionReincarnation	Equip Spell							Discard 1 card, Select 1 of your removed from play monsters. Special Summon it in Attack Position and equip it with this card. When this card is removed from the field, destroy the equipped monster.
Dark Core	SDDE	DarkCore	Normal Spell							Discard 1 card from your hand. Remove 1 face-up monster on the field from play.
Golden Homunculus	SDDE	GoldenHomunculus	Warrior/Effect	Light	6	1500	1500			Increase the ATK and DEF of this card by 300 points for each of your cards that is removed from play.
Gren Maju Da Eiza	SDDE	GrenMajuDaEiza	Fiend/Effect	Fire	3	?	?			The ATK and the DEF of this card becomes the number of your cards removed from play x 400 points.
Helios - The Primordial Sun	SDDE	HeliosThePrimordialSun	Pyro/Effect	Light	4	?	?			The ATK and DEF of this card become the number of monsters that are removed from play x 100 points.
Kycoo the Ghost Destroyer	SDDE	KycootheGhostDestroyer	Spellcaster/Effect	Dark	4	1800	700			Each time this card inflicts battle damage to your opponent's Life Points, you can remove up to 2 Monster Cards in your opponent's Graveyard from play. In addition, as long as this card remains face-up on the field, your opponent cannot remove any cards in either Graveyard from play.
Samsara Kaiser	SDDE	SamsaraKaiser	Warrior/Effect	Earth	2	200	100			When you Tribute Summon a monster by Tributing this card, return this card to your hand.
Soul Release	SDDE	SoulRelease	Normal Spell							Select up to 5 cards from either your or your opponent's Graveyard(s) and remove them from play.
Dragon Mastery	SDDL	DragonMastery	Continuous Spell							Each monster you control that is equipped with a "Dragunity" monster(s) gains 500 ATK. Once per turn, you can select 1 face-up monster you control, and equip it with 1 Dragon-Type "Dragunity" monster from your hand.
Dragon Ravine	SDDL	DragonRavine	Field Spell							Once per turn, during your Main Phase, you can discard 1 card to activate 1 of these effects: *Add 1 Level 4 or lower "Dragunity" monster from your Deck to your hand. *Send 1 Dragon-Type monster from your Deck to the Graveyard.
Dragunity Aklys	SDDL	DragunityAklys	Dragon/Tuner	Wind	2	1000	800			When this card is Normal Summoned, you can Special Summon 1 "Dragunity" monster from your hand, then equip it with this card. When this card is sent to the Graveyard while equipped to a monster, select 1 card on the field, and destroy it.
Dragunity Arma Leyvaten	SDDL	DragunityArmaLeyvaten	Dragon/Effect	Wind	8	2600	1200			You can Special Summon this card from your hand or Graveyard by removing from play 1 face-up monster you control equipped with a "Dragunity" card(s). When this card is Normal or Special Summoned, you can select 1 Dragon-Type monster in your Graveyard, except "Dragunity Arma Leyvaten", and equip it to this card. When this card is sent to the Graveyard by your opponent's card effect, you can select 1 of the monsters that were equipped to this card when it was sent to the Graveyard, and Special Summon that monster from the Graveyard.
Dragunity Arma Mystletainn	SDDL	DragunityArmaMystletainn	Dragon/Effect	Wind	6	2100	1500			You can Special Summon this card from your hand by sending 1 face-up "Dragunity" monster you control to the Graveyard. When this card is Normal or Special Summoned from the hand, you can select 1 Dragon-Type "Dragunity" monster in your Graveyard, and equip it to this card.
Foolish Burial	SDDL	FoolishBurial1	Normal Spell						A1/T1	Send 1 Monster Card from your Deck to  the Graveyard.
Ceruli, Guru of Dark World	SDGU	CeruliGuruofDarkWorld	Fiend/Effect	Dark	1	100	300			If this card is discarded to the Graveyard by a card effect: Special Summon this card from the Graveyard to your opponent's side of the field in face-up Defense Position. When this card is Special Summoned by the effect of a "Dark World" card: Your opponent must discard 1 card.
Dark Scheme	SDGU	DarkScheme	Normal Trap							Your opponent can discard 1 card to negate this card's effect, otherwise both players discard 2 cards, then draw 2 cards.
Grapha, Dragon Lord of Dark World	SDGU	GraphaDragonLordofDarkWorld	Fiend/Effect	Dark	8	2700	1800			You can Special Summon this card (from your Graveyard) by returning 1 face-up "Dark World" monster you control to the hand, except "Grapha, Dragon Lord of Dark World". If this card is discarded to the Graveyard by a card effect: Target 1 card your opponent controls; destroy that target, then, if this card was discarded from your hand to your Graveyard by an opponent's card effect, look at 1 random card in your opponent's hand, then, if it was a monster, you can Special Summon it to your side of the field.
Snoww, Unlight of Dark World	SDGU	SnowwUnlightofDarkWorld	Fiend/Effect	Dark	4	1700	0			If this card is discarded to the Graveyard by a card effect: If it was discarded from your hand to your Graveyard by an opponent's card effect, you can target 1 monster in your opponent's Graveyard; add 1 "Dark World" card from your Deck to your hand, then Special Summon that target (if any) in face-up Defense Position.
The Gates of Dark World	SDGU	TheGatesofDarkWorld	Field Spell							All Fiend-Type monsters gain 300 ATK and DEF. Once per turn: you can banish 1 Fiend-Type monster from your Graveyard; discard 1 Fiend-Type monster, then draw 1 card.
Darkfire Soldier #1	SDJ	DarkfireSoldier1	Pyro	Fire	4	1700	1150			An explosive expert from a special elite force.
De-Spell	SDJ	DeSpell	Normal Spell							Select 1 Spell Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Spell Card, it is destroyed. If it is a Trap Card, return it to its original position.
Island Turtle	SDJ	IslandTurtle	Aqua	Water	4	1100	2000			A huge turtle that is often mistaken for an island.
Masaki the Legendary Swordsman	SDJ	MasakitheLegendarySwordsman	Warrior	Earth	4	1100	1100			Legendary swordmaster Masaki is a veteran of over 100 battles.
Penguin Soldier	SDJ	PenguinSoldier	Aqua/Effect	Water	2	750	500			FLIP:Return up to 2 monsters on the Field to their owner's hands.
Reverse Trap	SDJ	ReverseTrap	Normal Trap							All increases and decreases to ATK and DEF are reversed for the turn in which this card is activated.
Spirit of the Harp	SDJ	SpiritoftheHarp	Fairy	Light	4	800	2000			A spirit soothes the soul with the music of its heavenly harp
Swordsman of Landstar	SDJ	SwordsmanofLandstar	Warrior	Earth	3	500	1200			An amateur with a sword, this fairy warrior relies on its mysterious powers.
White Magical Hat	SDJ	WhiteMagicalHat	Spellcaster/Effect	Light	3	1000	700			When this card inflicts Battle Damage to your opponent's Life Points, your opponent discards 1 card randomly from his/her hand.
Ancient Telescope	SDK	AncientTelescope	Normal Spell							See the top 5 cards of your opponent's Deck. Return the cards to the Deck in the same order.
Castle Walls	SDK	CastleWalls	Normal Trap							Increase a selected monster's DEF by 500 points during the turn this card is activated.
D. Human	SDK	DHuman	Warrior	Earth	4	1300	1100			Gifted with the power of dragons, this warrior wields a sword created from a dragon's fang.
Dark Assassin	SDK	DarkAssassin	Zombie	Dark	4	1200	1200			Armed with the Psycho Sword, this sinister assassin rules the bad land.
Dark Energy	SDK	DarkEnergy	Equip Spell							A Fiend-Type monster equipped with this card increases its ATK and DEF by 300 points.
Dark Titan of Terror	SDK	DarkTitanofTerror	Fiend	Dark	4	1300	1100			A fiend said to dwell in the world of dreams, it attacks enemies in their sleep.
Destroyer Golem	SDK	DestroyerGolem	Rock	Earth	4	1500	1000			A golem with a massive right hand for crushing its victims.
Hane-Hane	SDK	HaneHane	Beast/Effect	Earth	2	450	500			FLIP: Select 1 monster on the field and return it to its owner's hand.
Invigoration	SDK	Invigoration	Equip Spell							An Earth monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.
Judge Man	SDK	JudgeMan	Warrior	Earth	6	2200	1500			This club-wielding warrior battles to the end and will never surrender.
Just Desserts	SDK	JustDesserts	Normal Trap							Inflict 500 points of Direct Damage to your opponent's Life Points for each monster your opponent has on the field.
Kojikocy	SDK	Kojikocy	Warrior	Earth	4	1500	1200			A man-hunter with powerful arms that can crush boulders.
Koumori Dragon	SDK	KoumoriDragon	Dragon	Dark	4	1500	1200			A vicious, fire-breathing dragon whose wicked flame corrupts the souls of its victims.
Master and Expert	SDK	Master&Expert	Beast	Earth	4	1200	1000			A deadly duo consisting of a beast master and its loyal servant.
Mysterious Puppeteer	SDK	MysteriousPuppeteer	Warrior/Effect	Earth	4	1000	1500			Each time you or your opponent Normal Summons or Flip Summons a monster, increase your Life Points by 500 points.
Mystic Clown	SDK	MysticClown	Fiend	Dark	4	1500	1000			Nothing can stop the mad attack of this powerful creature.
Ogre of the Black Shadow	SDK	OgreoftheBlackShadow	Beast-Warrior	Earth	4	1200	1400			An ogre possessed by the powers of the Dark. Few can withstand its rapid charge.
Ookazi	SDK	Ookazi	Normal Spell							Inflict 800 points of Direct Damage to your opponent's Life Points.
Pale Beast	SDK	PaleBeast	Beast	Earth	4	1500	1200			With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.
Rogue Doll	SDK	RogueDoll	Spellcaster	Light	4	1600	1000			A deadly doll gifted with mystical power, it is particularly powerful when attacking against Dark forces.
Rude Kaiser	SDK	RudeKaiser	Beast-Warrior	Earth	5	1800	1600			With an axe in each hand, this monster delivers heavy damage.
Ryu-Kishin	SDK	RyuKishin	Fiend	Dark	3	1000	500			A very elusive creature that looks like a harmless statue until it attacks.
Skull Red Bird	SDK	SkullRedBird	Winged Beast	Wind	4	1550	1200			This monster swoops down and attacks with a rain of knives stored in its wings.
Sogen	SDK	Sogen	Field Spell							Increases the ATK and DEF of all Beast-Warrior and Warrior-Type monsters by 200 points.
Swordstalker	SDK	Swordstalker	Warrior	Dark	6	2000	1600			A monster formed by the vengeful souls of those who passed away in battle.
Terra the Terrible	SDK	TerratheTerrible	Fiend	Dark	4	1200	1300			Known as a swamp dweller, this creature is a minion of the dark forces.
Trap Master	SDK	TrapMaster	Warrior/Effect	Earth	3	500	1100			FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.
Two-Pronged Attack	SDK	TwoProngedAttack	Normal Trap							Select and destroy 2 of your monsters and 1 of your opponent's monsters.
Unknown Warrior of Fiend	SDK	UnknownWarriorofFiend	Warrior	Dark	3	1000	500			The speed of this warrior creates an intense vacuum that can slice through a monster's hide.
Cards from the Sky	SDLS	CardsfromtheSky	Normal Spell							Remove from play 1 LIGHT Fairy-Type monster in your hand and draw 2 cards. You cannot Special Summon or conduct your Battle Phase the turn you activate this card.
Divine Punishment	SDLS	DivinePunishment	Counter Trap							Activate only if "The Sanctuary in the Sky" is face-up on the field. Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect, and destroy that card.
Master Hyperion	SDLS	MasterHyperion	Fairy/Effect	Light	8	2700	2100			You can Special Summon this card from your hand by removing from play 1 "The Agent" monster in your hand, field, or Graveyard. Once per turn, you can remove from play 1 LIGHT Fairy-Type monster from your Graveyard to select 1 card on the field, and destroy it. If "The Sanctuary in the Sky" is face-up on the field, you can activate this effect up to twice per turn.
Solidarity	SDLS	Solidarity1	Continuous Spell							If you have only 1 original (printed) Type of monster in your Graveyard, face-up monsters you control with the same Type gain 800 ATK.
The Agent of Miracles - Jupiter	SDLS	TheAgentofMiraclesJupiter	Fairy/Effect	Light	4	1800	1000			Once per turn, you can remove from play 1 "The Agent" monster in your Graveyard to select 1 face-up LIGHT Fairy-Type monster you control. The selected monster gains 800 ATK until the End Phase. While "The Sanctuary in the Sky" is face-up on the field, once per turn, you can discard 1 Fairy-Type monster to select 1 of your removed from play LIGHT Fairy-Type monsters, and Special Summon it.
The Agent of Mystery - Earth	SDLS	TheAgentofMysteryEarth	Fairy/Tuner	Light	2	1000	800			When this card is Normal Summoned, you can add 1 "The Agent" monster, except "The Agent of Mystery - Earth", from your Deck to your hand. While "The Sanctuary in the Sky" is face-up on the field, you can add 1 "Master Hyperion" from your Deck to your hand instead.
Acid Trap Hole	SDMA	AcidTrapHole1	Normal Trap							Select 1 face-down Defense Position monster and flip it face-up. If the monster's DEF is 2000 or less, destroy it. If the monster's DEF is more than 2000, flip the monster to face-down Defense Position.
Lava Golem	SDMA	LavaGolem1	Fiend/Effect	Fire	8	3000	2500			This card cannot be Normal Summoned or Set. This card can only be Special Summoned to your opponent's side of the field by Tributing 2 monsters they control. You cannot Normal Summon or Set the turn you Special Summon this card. This monster's controller takes 1000 damage during each of their Standby Phases.
Mystical Beast of Serket	SDMA	MysticalBeastofSerket	Fairy/Effect	Earth	6	2500	2000			Destroy this card if you do not control "Temple of the Kings". Each time this card destroys a monster by battle, the destroyed monster is removed from play, and this card gains 500 ATK.
Mystical Space Typhoon	SDMA	MysticalSpaceTyphoon1	Quick-Play Spell							Select 1 Spell or Trap Card on the field. Destroy it.
Temple of the Kings	SDMA	TempleoftheKings	Continuous Spell						A0/T1	The controller of this card can activate Trap Cards the same turn they are Set. If you control "Mystical Beast of Serket" and this card, you can send both to the Graveyard to Special Summon 1 monster from your hand, Deck or Extra Deck.
Commander Covington	SDMM	CommanderCovington	Machine/Effect	Earth	4	1000	600			You can send one face-up "Machina Soldier", "Machina Sniper", and "Machina Defender" you control to the Graveyard to Special Summon 1 "Machina Force" from your hand or your Deck.
Machina Armored Unit	SDMM	MachinaArmoredUnit	Continuous Spell							Once per turn, when a Machine-Type monster is destroyed by battle and sent to your Graveyard, you can Special Summon 1 Machine-Type monster with lower ATK and the same Attribute from your Deck.
Machina Defender	SDMM	MachinaDefender	Machine/Effect	Earth	4	1200	1800			FLIP: Add 1 "Commander Covington" from your Deck to your hand.
Machina Force	SDMM	MachinaForce	Machine/Effect	Earth	10	4600	4100			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Commander Covington". This card cannot declare an attack unless you pay 1000 Life Points. You can send this card from the field to the Graveyard to select and Special Summon one each of "Machina Soldier", "Machina Sniper", and "Machina Defender" from your Graveyard.
Machina Fortress	SDMM	MachinaFortress	Machine/Effect	Earth	7	2500	1600			You can discard Machine-Type monster(s) whose total Levels equal 8 or more to Special Summon this card from your hand or Graveyard. When this card is destroyed by battle and sent to the Graveyard, select and destroy 1 card your opponent controls. When this face-up card you control is targeted by an opponent's Effect Monster's effect, look at your opponent's hand and discard 1 card from their hand.
Machina Gearframe	SDMM	MachinaGearframe	Machine/Union	Earth	4	1800	0			When this card is Normal Summoned, you can add 1 "Machina" monster, except "Machina Gearframe", from your Deck to your hand. Once per turn, during your Main Phase, you can equip this card to a Machine-Type monster you control as an Equip Card, OR unequipped it to Special Summon this card in face-up Attack Position. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)
Machina Peacekeeper	SDMM	MachinaPeacekeeper	Machine/Union	Earth	2	500	400			When this card on the field is destroyed and sent to the Graveyard, you can add 1 Union Monster from your Deck to your hand. Once per turn, during your Main Phase, you can equip this card to a Machine-Type monster you control as an Equip Card, OR unequipped it to Special Summon this card in face-up Attack Position. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)
Machina Sniper	SDMM	MachinaSniper	Machine/Effect	Earth	4	1800	800			Machina monsters cannot be attacked, except "Machina Sniper".
Machina Soldier	SDMM	MachinaSoldier	Machine/Effect	Earth	4	1600	1500			When this card is Normal Summoned while you control no monsters, you can Special Summon 1 "Machina" monster from your hand, except "Machina Soldier".
Scrap Recycler	SDMM	ScrapRecycler	Machine/Effect	Earth	3	900	1200			When this card is Normal or Special Summoned, you can select and send 1 Machine-Type monster from your Deck to the Graveyard. Once per turn, you can return 2 Level 4 Machine-Type EARTH monsters from your Graveyard to the Deck to draw 1 card.
The Big Saturn	SDMM	TheBigSaturn	Machine/Effect	Dark	8	2800	2200			You cannot Special Summon this card from your hand or Deck. Once per turn, you can discard 1 card and pay 1000 Life Points to have this card gain 1000 ATK until the end of the turn. When this card is destroyed and sent to the Graveyard by your opponent's card effect, inflict damage to both players equal to this card's ATK.
Aqua Madoor	SDP	AquaMadoor	Spellcaster	Water	4	1200	2000			A wizard of the waters that conjures a liquid wall to crush any enemies that oppose him.
Blue-Eyes Toon Dragon	SDP	BlueEyesToonDragon	Dragon/Toon/Effect	Light	8	3000	2500			This card cannot be Normal Summoned or Set. This card can only be Special Summoned while "Toon World" is on your side the field. You can Special Summon this monster from your hand, but Tributes are required for monsters Level 5 or more. This card cannot attack in the turn that it is Summoned. Unless you pay 500 Life Points, this monster cannot attack. When "Toon World" on the field is destroyed, this card is also destroyed. If your opponent doesn't control a Toon Monster, this card can attack your opponent's Life Points directly. If a face-up Toon Monster is on your opponent's side of the field, your must select the Toon Monster as an attack target.
Enchanted Javelin	SDP	EnchantedJavelin	Normal Trap							Gain Life Points by the ATK of 1 attacking monster.
Giant Soldier of Stone	SDP	GiantSoldierofStone	Rock	Earth	3	1300	2000			A giant warrior made of stone. A punch from this creature has earth-shaking results.
Gryphon Wing	SDP	GryphonWing	Normal Trap							When your opponent activates "Harpie's Feather Duster", all of your opponents Spell and Trap cards are destroyed in place of your own
Hiro's Shadow Scout	SDP	HirosShadowScout	Fiend/Effect	Dark	2	650	500			FLIP: Your opponent draws 3 cards. Both players look at the cards . If there are any Spell Cards among them, discard all those Spell Card(s) to the Graveyard.
Illusionist Faceless Mage	SDP	IllusionistFacelessMage	Spellcaster	Dark	5	1200	2200			Manipulates enemy attacks with the power of illusion.
Jigen Bakudan	SDP	JigenBakudan	Pyro/Effect	Fire	2	200	1000			FLIP: After this card is flipped, Tribute it during your Standby Phase to destroy all monsters on your side of the field and inflict Direct Damage equal to half of the total ATK of the destroyed cards (excluding this monster) to your opponent's Life Points.
Red Archery Girl	SDP	RedArcheryGirl	Aqua	Water	4	1400	1500			A mermaid archer that hides in a protective shell, waiting for the right moment to strike.
Ryu-Ran	SDP	RyuRan	Dragon	Fire	7	2200	2600			A vicious little dragon sheltered in an egg that looks deceptively harmless.
Toon Alligator	SDP	ToonAlligator	Reptile	Water	4	800	1600			An alligator monster straight from the cartoons.
Yami	SDP	Yami	Field Spell							Increases the ATK and DEF of all Fiend and Spellcaster-Type monsters by 200 points. Also decreases the ATK and DEF of all Fairy-Type monsters by 200 points.
A Wingbeat of Giant Dragon	SDRL	AWingbeatofGiantDragon	Normal Spell							Return 1 face-up Level 5 or higher Dragon-Type monster you control to its owner's hand and destroy all Spell and Trap Cards.
Big Bang Shot	SDRL	BigBangShot	Equip Spell							Increase the ATK of a monster equipped with this card by 400 points. When the equipped monster attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. When this card is removed from the field, remove the equipped monster from play.
Darkblaze Dragon	SDRL	DarkblazeDragon	Dragon/Effect	Fire	7	1200	1000			When this card is Special Summoned from the Graveyard, its ATK and DEF increase to become twice it's original ATK and DEF. When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the ATK of the destroyed monster.
Decoy Dragon	SDRL	DecoyDragon	Dragon/Effect	Fire	2	300	200			When this card is selected as an attack target by your opponent's monster, select 1 Level 7 or higher Dragon-Type monster from your Graveyard, Special Summon it, and switch the attack target to that monster.
Felgrand Dragon	SDRL	FelgrandDragon	Dragon/Effect	Light	8	2800	2800			This monster cannot be Special Summoned except from the Graveyard, and only if it was sent there from the field. When this card is Special Summoned, select 1 monster in your Graveyard. This card gains ATK equal to the Level of that monster x 200.
Flame Ruler	SDRL	FlameRuler	Pyro/Effect	Fire	4	1500	1600			This card can be treated as 2 Tributes for the Tribute Summon of a FIRE monster.
Gilford the Lightning	SDRL	GilfordtheLightning	Warrior/Effect	Light	8	2800	1400			You can Tribute 3 monsters to Tribute Summon this card. If you do, destroy all monsters your opponent controls.
