Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Apprentice Magician	CP04	ApprenticeMagician	Spellcaster/Effect	Dark	2	400	800			When this card is Summoned, put 1 Spell Counter on a face-up card that you can put a Spell Counter on. If this card is destroyed in Battle, you can select 1 Level 2 or lower Spellcaster-Type monster from your Deck and Special Summon it in face-down Defense Position.
Confiscation	CP04	Confiscation	Normal Spell						A0/T1	Pay 1000 Life Points. Look at your opponent's hand, select 1 card in it and discard that card.
Divine Sword - Phoenix Blade	CP04	DivineSwordPhoenixBlade	Equip Spell							Equip only to a Warrior-Type monster. It gains 300 ATK. During your Main Phase, if this card is in your Graveyard you can remove from play 2 Warrior-Type monsters in your Graveyard to add this card to your hand.
Freed the Brave Wanderer	CP04	FreedtheBraveWanderer	Warrior/Effect	Light	4	1700	1200			Once per turn, you can remove from play 2 LIGHT monsters in your Graveyard to destroy 1 face-up monster on the field with higher ATK than this card.
Gernia	CP04	Gernia	Zombie/Effect	Dark	4	1300	1200			If this face-up card is destroyed and sent to the Graveyard by your opponent's card effect, Special Summon it during your next Standby Phase.
Gigantes	CP04	Gigantes	Rock/Effect	Earth	4	1900	1300			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 EARTH monster in your Graveyard. When this card is destroyed by battle and sent to the Graveyard, destroy all Spell and Trap Cards on the field.
Grand Tiki Elder	CP04	GrandTikiElder	Fiend	Dark	4	1500	800			A masked monster that weilds the most deadly of curses.
Kinetic Soldier	CP04	KineticSoldier	Machine/Effect	Earth	3	1350	1800			When battling a Warrior-Type monster, this card gains 2000 ATK and DEF during damage calculation only.
Magician's Circle	CP04	MagiciansCircle	Normal Trap							Activate only when a Spellcaster-Type monster declares an attack. Each player selects 1 Spellcaster-Type monster from their Deck with atn ATK of 2000 or less, Special Summon it in face-up Attack Position.
Manju of the Ten Thousand Hands	CP04	ManjuoftheTenThousandHands	Fairy/Effect	Light	4	1400	1000			When this card is Normal Summoned or Flip Summoned, you can add 1 Ritual Monster Card or 1 Ritual Spell Card from your Deck to your hand.
Mother Grizzly	CP04	MotherGrizzly	Beast-Warrior/Effect	Water	4	1400	1000			When this card is sent to the Graveyard by battle, you can Special Summon 1 WATER monster with 1500 or less ATK from your Deck in face-up Attack Position.
Robbin' Goblin	CP04	RobbinGoblin	Continuous Trap							Each time a monster you control inflicts Battle Damage to your opponent, your opponent discards 1 random card.
Soul Exchange	CP04	SoulExchange	Normal Spell							Select 1 monster your opponent controls. This turn, if you would Tribute a monster you control. Tribute the selected monster instead. You cannot conduct your Battle Phase during the turn that you activate this card.
Treeborn Frog	CP04	TreebornFrog	Aqua/Effect	Water	1	100	100			If this card is in your Graveyard during your Standby Phase and you control no Spell or Trap Cards, you can Special Summon it. This effect cannot be activated if you control a face-up "Treeborn Frog".
Ultimate Offering	CP04	UltimateOffering	Continuous Trap							You can pay 500 Life Points to Normal Summon or Set 1 extra monster. You can only activate this effect during your Main Phase or your opponent's Battle Phase.
Amazon of the Seas	CP05	AmazonoftheSeas	Fish	Water	4	1300	1400			A mermaid who serves as a herald to the Ocean Lord. She protects the sacred domain of Atlantis.
Anti-Spell Fragrance	CP05	AntiSpellFragrance	Continuous Trap							Both players must Set Spell Cards before activating them, and cannot activate them until their next turn.
Cursed Seal of the Forbidden Spell	CP05	CursedSealoftheForbiddenSpell	Counter Trap							Discard 1 Spell Card. Negate the activation and the effect of a Spell Card and destroy it. Your opponent cannot activate Spell Cards with that name during the rest of this Duel.
Dark Necrofear	CP05	DarkNecrofear	Fiend/Effect	Dark	8	2200	2800			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 3 Fiend-Type monsters in your Graveyard. If this card is destroyed by battle or by your opponent's card effect while it is a Monster Card, equip it to a monster your opponent controls during the End Phase of this turn. Take control of the equipped monster.
Dark Ruler Ha Des	CP05	DarkRulerHaDes	Fiend/Effect	Dark	6	2450	1600			Negate the effects of Effect Monsters destroyed by battle with Fiend-Type monsters you control. This card cannot be Special Summoned from the Graveyard.
Fiend's Sanctuary	CP05	FiendsSanctuary	Normal Spell							Special Summon 1 "Metal Fiend Token" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0). It cannot attack. When this Token battles, the opponent takes any Battle Damage its controller would have taken. Pay 1000 Life Points during each of your Standby Phases. If you do not, destroy the "Metal Fiend Token".
Giant Germ	CP05	GiantGerm	Fiend/Effect	Dark	2	1000	100			When this card is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent. You can also Special Summon up to 2 "Giant Germs" from your Deck in face-up Attack Position.
Magical Merchant	CP05	MagicalMerchant	Insect/Effect	Light	1	200	700			FLIP: Pick up cards from the top of your Deck until you pick up a Spell or Trap Card. Add that card to your hand. Send the remaining cards to the Graveyard.
Pulling the Rug	CP05	PullingtheRug	Counter Trap							Negate the activation and effect of an Effect Monster whose effect activated when a monster was Normal Summoned (even itself), and destroy that Effect Monster.
Rescue Cat	CP05	RescueCat	Beast/Effect	Earth	4	300	100		A0/T1	You can send this face-up card to the Graveyard to Special Summon 2 Level 3 or lower Beast-Type monsters from your Deck. Those monsters are destroyed during the End Phase.
Spirit Barrier	CP05	SpiritBarrier	Continuous Trap							While you control a monster(s), you take no Battle Damage.
Thousand Knives	CP05	ThousandKnives	Normal Spell							Activate only while you control a face-up "Dark Magician". Destroy 1 monster your opponent controls.
Trap Dustshoot	CP05	TrapDustshoot	Normal Trap						A1/T1	Activate only when your opponent has 4 or more cards in their hand. Look at your opponent's hand, select 1 Monster Card in it, and return that card to its owner's Deck.
Wave-Motion Cannon	CP05	WaveMotionCannon	Continuous Spell							During your Main Phase, you can send this card to the Graveyard to inflict 1000 damage to your opponent for each of your Standby Phases that have passed since this card was activated.
Batteryman AA	CP06	BatterymanAA	Thunder/Effect	Light	3	0	0			If all "Batteryman AA"(s) you control are in Attack Position, this card gains 1000 ATK for each. If all "Batteryman AA"(s) you control are in Defense Position, this card gains 1000 DEF for each.
Blaze Accelerator	CP06	BlazeAccelerator	Continuous Spell							You can send 1 Pyro-Type monster with 500 or less ATK from your hand to the Graveyard to destroy 1 monster your opponent controls, but you cannot declare an attack this turn if you do.
Call of Darkness	CP06	CallofDarkness	Continuous Trap							Send any monster that was Special Summoned by "Monster Reborn" to the Graveyard. While this card is on the field, "Monster Reborn" cannot be activated.
Cold Wave	CP06	ColdWave	Normal Spell						A0/T1	This card can only be activated at the start of your Main Phase 1. Until your next turn, neither player can activate or Set Spell or Trap cards, or activate their effects.
Dimension Wall	CP06	DimensionWall	Normal Trap							Activate only when an opponent's monster declares an attack. Instead of you, your opponent takes the Battle Damage you would have taken from this battle.
Helios Duo Megistus	CP06	HeliosDuoMegistus	Pyro/Effect	Light	6	?	?			You can Special Summon this card by Tributing 1 "Helios - The Primordial Sun". This card's ATK and DEF are equal to the number of removed from play monsters x 200. If this card is destroyed by battle and sent to the Graveyard, Special Summon it during the End Phase, and it gains 300 ATK and DEF.
Mage Power	CP06	MagePower	Equip Spell							The equipped monster gains 500 ATK and DEF for each Spell and Trap Card you control.
Magical Hats	CP06	MagicalHats	Normal Trap							Activate only during your opponent's Battle Phase. Select 2 non-Monster Cards from your Deck and 1 monster you control. Shuffle those 3 cards and Set them on the field in face-down Defense Position. The 2 cards selected from your Deck are treated as monsters (ATK 0/DEF 0) and are destroyed at the end of the Battle Phase.
Majestic Mech - Ohka	CP06	MajesticMechOhka	Fairy/Effect	Light	6	2400	1400			You can Normal Summon this card without Tributing. If you do, it is sent to the Graveyard during the End Phase.
Phoenix Wing Wind Blast	CP06	PhoenixWingWindBlast	Normal Trap							Discard 1 card. Return 1 card your opponent controls to the top of its owner's Deck.
Rigorous Reaver	CP06	RigorousReaver	Plant/Effect	Fire	3	1600	100			FLIP: Each player discards 1 card. A monster that destroys this card by battle loses 500 ATK and DEF.
Sentinel of the Seas	CP06	SentineloftheSeas	Aqua	Water	4	1300	1000			A merman warrior dedicated to defending the ocean against anyone who would defile it.
Soul of Purity and Light	CP06	SoulofPurityandLight	Fairy/Effect	Light	6	2000	1800			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 LIGHT monsters from your Graveyard. During your opponent's Battle Phase, monsters they control lose 300 ATK.
Super-Electromagnetic Voltech Dragon	CP06	SuperElectromagneticVoltechDragon	Thunder/Effect	Light	5	2400	1000			If you Tribute Summon this card by Tributing 1 of the following monsters, it gains the appropriate effect: Batteryman D: Negate the effect of a Spell or Trap Card that targets this 1 card. Batteryman C: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. Batteryman AA: This card gains 1000 ATK.
Ancient Rules	CP07	AncientRules	Normal Spell							Special Summon 1 Level 5 or higher Normal Monster from your hand.
Counter Counter	CP07	CounterCounter	Counter Trap							Negate the activation of a Counter Trap Card, and destroy it.
Dark World Grimoire	CP07	DarkWorldGrimoire	Continuous Spell							During your End Phase, if you discard a Monster Card(s) to the Graveyard because you had more than 6 cards in your hand, you can Special Summon 1 of those monsters.
Dimensional Inversion	CP07	DimensionalInversion	Normal Trap							Activate only when a monster(s) you own is removed from play by an opponent's effect. Special Summon 1 of those monsters.
Fairy King Truesdale	CP07	FairyKingTruesdale	Plant/Effect	Water	6	2200	1500			While this card is in Defense Position, all Plant-Type monsters you control gain 500 ATK and DEF.
Fusilier Dragon, the Dual-Mode Beast	CP07	FusilierDragontheDualModeBeast	Machine/Effect	Dark	7	2800	2000			You can Normal Summon or Set this card without Tributing. If you do, its original ATK and DEF are halved.
Homunculus the Alchemic Being	CP07	HomunculustheAlchemicBeing	Plant/Effect	Light	4	1800	1600			Once per turn, you can change the Attribute of this monster.
Life Absorbing Machine	CP07	LifeAbsorbingMachine	Continuous Trap							During your Standby Phase, gain Life Points equal to half of the total Life Points you paid during your last turn.
Lonefire Blossom	CP07	LonefireBlossom	Plant/Effect	Fire	3	500	1400		A1/T1	Once per turn, you can Tribute 1 face-up Plant-Type monster to Special Summon 1 Plant-Type monster from your Deck.
Memory Crusher	CP07	MemoryCrusher	Fiend/Effect	Dark	3	1000	600			If this card successfully attacks directly, inflict 100 damage to your opponent for each card in their Extra Deck.
Shovel Crusher	CP07	ShovelCrusher	Machine	Earth	3	900	1200			Armed with a pair of shovels, this monster will destroy anything that stands in its way.
Spell Striker	CP07	SpellStriker	Warrior/Effect	Earth	3	600	200			You can Special Summon this card by removing from play 1 Spell Card from your Graveyard. This card can attack your opponent directly. You take no Battle Damage from battles involving this card.
Voltic Kong	CP07	VolticKong	Beast/Effect	Light	4	1800	1000			When this card inflicts Battle Damage to your opponent, send 1 card from the top of your opponent's Deck to the Graveyard for each face-up LIGHT monster you control.
Alien Mother	CP08	AlienMother	Reptile/Effect	Dark	6	2300	1500			If this card destroys a monster with an A-Counter by battle and sends it to the Graveyard, Special Summon the destroyed monster to your side of the field at the end of the Battle Phase. When this card is removed from the field, all monsters that were Special Summoned by this card's effect are destroyed.
Cell Explosion Virus	CP08	CellExplosionVirus	Normal Trap							Activate only when an opponent's monster with an A-Counter(s) declares an attack. Destroy all Attack Position monsters your opponent controls.
Gravity Behemoth	CP08	GravityBehemoth	Beast/Effect	Dark	6	2300	2000			If there are no cards on the field, this card can be Normal Summoned without Tribute. This effect cannot be used during your first turn. Once per turn, you can destroy 1 face-up Field Spell Card on the field. If you do this, this card cannot attack this turn.
Herald of Creation	CP08	HeraldofCreation	Spellcaster/Effect	Light	4	1800	600			Once per turn, you can discard 1 card from your hand to add 1 Level 7 or higher monster from your Graveyard to your hand.
Magician's Valkyria	CP08	MagiciansValkyria	Spellcaster/Effect	Light	4	1600	1800			Your opponent cannot select another Spellcaster-Type monster on your side of the field as an attack target.
Mind Crush	CP08	MindCrush	Normal Trap						A2/T2	Declare 1 card name. If your opponent has a declared card(s) in his/her hand, discard all of the declared card(s) to the Graveyard. Otherwise, you randomly discard 1 card from your hand.
Miraculous Rebirth	CP08	MiraculousRebirth	Quick-Play Spell							Activate only as Chain Link 4 or higher. Select 1 monster from either player's Graveyard and Special Summon it. You cannot activate this card if multiple cards/effects with the same name are in that Chain.
Mushroom Man	CP08	MushroomMan	Plant	Earth	2	800	600			Found in humid regions, this creature attacks enemies with a lethal rain of poison spores.
Prohibition	CP08	Prohibition	Continuous Spell							When you play this card, declare the name of 1 card. As long as this remains on the Field, the declared card cannot be played. The cards which are already on the Field before this card's activation are excluded.
Royal Oppression	CP08	RoyalOppression	Continuous Trap						A0/T1	Pay 800 Life Points to negate a Special Summon of a monster and the effect of a card that Special Summons a monster and destroy it. Both you and your opponent can use this effect as long as this card remains face-up on the field.
Alien Ammonite	CRMS	AlienAmmonite	Reptile/Tuner/Effect	Light	1	500	200			When this card is Normal Summoned, you can Special Summon 1 Level 4 or lower "Alien" monster from your Graveyard. The monster Special Summoned by this effect is destroyed during the End Phase.
Alien Kid	CRMS	AlienKid	Reptile/Effect	Light	4	1600	700			Place 1 A-Counter on all monsters Special Summoned to your opponent's side of the field. (If a monster with an A-Counter battles an "Alien" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.)
Alien Overlord	CRMS	AlienOverlord	Reptile/Effect	Dark	6	2200	1600			You can remove 2 A-Counters from anywhere on the field to Special Summon this card from your hand. Once per turn, you can place 1 A-Counter on each face-up monster your opponent controls. (If a monster with an A-Counter battles an "Alien" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.) You can only control 1 "Alien Overlord".
Arcane Apprentice	CRMS	ArcaneApprentice	Spellcaster/Tuner/Effect	Fire	2	1000	400			If this card is sent to the Graveyard for a Synchro Summon, you can add 1 "Assault Mode Activate" from your Deck to your hand.
Arcane Barrier	CRMS	ArcaneBarrier	Continuous Spell							Each time a Spellcaster-Type monster(s) on the field is destroyed, place 1 Spell Counter on this card (max. 4). You can send this card and 1 face-up Spellcaster-Type monster you control to the Graveyard to draw 1 card for each Spell Counter on this card.
Arcanite Magician	CRMS	ArcaniteMagician	Spellcaster/Synchro/Effect	Light	7	400	1800			1 Tuner + 1 or more non-Tuner Spellcaster-Type monsters When this card is Synchro Summoned, place 2 Spell Counters on it. This card gains 1000 ATK for each Spell Counter on it. You can remove 1 Spell Counter from a card you control to destroy 1 card your opponent controls.
Arcanite Magician-Assault Mode	CRMS	ArcaniteMagicianAssaultMode	Spellcaster/Effect	Light	9	900	2300			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Assault Mode Activate". When this card is Special Summoned, place 2 Spell Counters on it. This card gains 1000 ATK for each Spell Counter on it. You can remove 2 Spell Counters from this card to destroy all cards your opponent controls. When this card on the field is destroyed, you can Special Summon 1 "Arcanite Magician" from your Graveyard.
Armoroid	CRMS	Armoroid	Machine/Effect	Earth	8	2700	2000			When you Tribute Summon this card by Tributing at least 1 "roid" monster, remove from play all Spell and Trap Cards on the field.
Assault Armor	CRMS	AssaultArmor	Equip Spell							Equip only to a Warrior-Type monster that is the only monster you control. It gains 300 ATK. During your Main Phase, you can send this equipped card to the Graveyard. If you do, the equipped monster can attack twice during the Battle Phase this turn.
Assault Beast	CRMS	AssaultBeast	Beast-Warrior/Effect	Earth	4	1900	1200			You can discard this card to the Graveyard to add 1 "Assault Mode Activate" from your Deck to your hand.
Assault Counter	CRMS	AssaultCounter	Counter Trap							Activate only while you control an "-Assault Mode" monster. Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect and destroy it.
Assault Mercenary	CRMS	AssaultMercenary	Warrior/Effect	Earth	4	1800	300			Once per turn, you can return 1 "Assault Mode Activate" from your hand or Graveyard to the Deck to destroy 1 Spell or Trap Card your opponent controls.
Assault Mode Activate	CRMS	AssaultModeActivate	Normal Trap							Tribute 1 Synchro Monster. Special Summon 1 "-Assault Mode" monster whose name includes the Tributed monster's name from your Deck in Attack Position.
Assault Overload	CRMS	AssaultOverload	Quick-Play Spell							Tribute 1 "-Assault Mode" monster. Inflict damage to both players equal to its Level x 200.
Assault Revival	CRMS	AssaultRevival	Quick-Play Spell							Remove from play 1 "Assault Mode Activate" from your Graveyard. Destroy all monsters you control and Special Summon 1 "-Assault Mode" monster from your Graveyard, ignoring its Summoning conditions. Its effect(s) is negated, and it cannot be Tributed. If it is removed from the field, remove it from play.
Assault Slash	CRMS	AssaultSlash	Normal Trap							Activate only while you control an "-Assault Mode" monster. Destroy all face-up monsters on the field.
Assault Teleport	CRMS	AssaultTeleport	Normal Spell							Return 1 "-Assault Mode" monster from your hand to the Deck. Draw 2 cards.
B.E.S. Big Core MK-2	CRMS	BESBigCoreMK2	Machine/Effect	Fire	6	2400	1100			If you control no monsters, you can Normal Summon this card without Tributing. When this card is Special Summoned, place 3 Counters on it. This card cannot be destroyed by battle. If this card attacks or is attacked, remove 1 Counter on this card at the end of the Damage Step. If you cannot, destroy it.
Bee List Soldier	CRMS	BeeListSoldier	Insect/Effect	Wind	1	500	400			You can Tribute this card and 1 face-up Insect-Type monster, except "Bee List Soldier", to draw 2 cards.
Black Salvo	CRMS	BlackSalvo	Machine/Tuner/Effect	Dark	3	100	1100			When this card is Normal Summoned, you can Special Summon 1 Level 4 DARK Machine-Type monster from your Graveyard in face-up Defense Position. Its effect(s) is negated.
Bone Crusher	CRMS	BoneCrusher	Zombie/Effect	Earth	4	1600	200			When this card is Special Summoned from your Graveyard by the effect of a Zombie-Type monster, you can destroy 1 Spell or Trap Card your opponent controls. Destroy this card during the End Phase of the turn it was Special Summoned.
Code A Ancient Ruins	CRMS	CodeAAncientRuins	Continuous Spell							Each time a face-up Alien monster(s) is destroyed, place 1 A-Counter on this card. Once per turn, you can remove 2 A-Counters from anywhere on the field to Special Summon 1 "Alien" monster from your Graveyard.
Colossal Fighter-Assault Mode	CRMS	ColossalFighterAssaultMode	Warrior/Effect	Dark	10	3300	1500			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Assault Mode Activate". When this card is Special Summoned, you can send up to 2 Warrior-Type monsters from your Deck to the Graveyard. All monsters your opponent controls lose 100 ATK for every Warrior-Type monster in your Graveyard. When this card on the field is destroyed, you can Special Summon 1 "Colossal Fighter" from your Graveyard.
Cosmic Fortress Gol'gar	CRMS	CosmicFortressGolgar	Reptile/Synchro/Effect	Light	5	2600	1800			Alien Ammonite + 1 or more non-Tuner "Alien" monsters Once per turn, you can select any number of face-up Spell or Trap Cards. Return these cards to their owners` hands, and distribute new A-Counters amoung monsters on the field equal to the number of cards returned. Once per turn, you can remove 2 A-Counter from anywhere on the field to destroy 1 card your opponent controls.
Cross-Sword Beetle	CRMS	CrossSwordBeetle	Insect/Effect	Wind	4	1800	1200			While you control another Insect-Type monster, during battle between an attacking Insect-Type monster you control and a Defense Position monster whose DEF is lower than the ATK of the Insect-Type monster, inflict the difference as Battle Damage to your opponent.
Dark Strike Fighter	CRMS	DarkStrikeFighter	Machine/Synchro/Effect	Dark	7	2600	1800		A0/T1	1 Tuner + 1 or more non-Tuner monsters You can Tribute 1 monster to inflict damage to your opponent equal to its Level x 200.
Dark Tinker	CRMS	DarkTinker	Fiend/Tuner/Effect	Dark	2	1000	1300			When this card you control is sent to the Graveyard, look at the top card of your Deck. Return that card to either the top or the bottom of the Deck.
Dark Voltanis	CRMS	DarkVoltanis	Fairy/Effect	Dark	8	2800	1400			After 1 Counter Trap Card you control has been activated and has resolved, you can Tribute 1 DARK monster to Special Summon this card from your hand. If this card is Special Summoned in this way, destroy 1 card on the field.
Debris Dragon	CRMS	DebrisDragon	Dragon/Tuner/Effect	Wind	4	1000	2000		A1/T1	When this card is Normal Summoned, you can Special Summon 1 monster with 500 or less ATK from your Graveyard in Attack Position. That monster's effect(s) is negated. This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Dragon-Type Synchro Monster. The other Synchro Material Monster(s) cannot be Level 4.
Descending Lost Star	CRMS	DescendingLostStar	Normal Trap							Select 1 Synchro Monster in your Graveyard and Special Summon in it face-up Defense Position. Its effect is negated, its Level is reduced by 1 and its DEF becomes 0. Its battle position cannot be changed.
Desert Protector	CRMS	DesertProtector	Insect/Effect	Earth	4	800	1000			This card gains 300 DEF for each Spell and Trap Card on the field. If an Insect-Type monster you control would be destroyed, you can destroy this card instead.
Dimension Fortress Weapon	CRMS	DimensionFortressWeapon	Machine/Effect	Dark	4	1700	200			Cards cannot be sent from the Deck to the Graveyard.
Doomkaiser Dragon-Assault Mode	CRMS	DoomkaiserDragonAssaultMode	Zombie/Effect	Fire	8	2900	2000			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Assault Mode Activate". When this card is Special Summoned, Special Summon any number of Zombie-Type monsters from either player's Graveyard(s) to your side of the field. The monsters' effects are negated, and they are destroyed during the End Phase this turn. When this card on the field is destroyed, you can Speial Summon 1 "Doomkaiser Dragon" from your Graveyard.
Dupe Frog	CRMS	DupeFrog	Aqua/Effect	Water	2	100	2000			This card's name is treated as "Des Frog" while it is face-up on the field. Your opponent cannot select another monster as an attack target. When this card is sent from the field to the Graveyard, you can add 1 "Frog" monster except "Dupe Frog" or "Frog the Jam" from your Deck or Graveyard to your hand.
Ebon Arrow	CRMS	EbonArrow	Normal Trap							Select 1 face-up monster you control. Until the End Phase, it loses 500 ATK and during battle between that attacking monster and a Defense Position monster whose DEF is lower than the selected monster's ATK, inflict the difference as Battle Damage to your opponent. When the selected monster destroys a monster by battle and sends it to the Graveyard this turn, inflict damage to your opponent equal to the destroyed monster's original DEF.
Fake Explosion	CRMS	FakeExplosion	Normal Trap							Activate only when an opponent's monster declares an attack. Monsters cannot be destroyed by this battle. After damage calculation. Special Summon 1 "Summon Reactor - SK" from your hand or Graveyard.
Flip Flop Frog	CRMS	FlipFlopFrog	Aqua/Effect	Water	2	500	200			Once per turn, you can flip this card into face-down Defense Position. When this card is flipped face-up, you can return monsters your opponent controls to their owners' hand up to the number of face-up "Frog" monsters you control, except "Frog the Jam".
Flying Fortress SKY FIRE	CRMS	FlyingFortressSKYFIRE	Machine/Effect	Wind	8	3000	2500			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with the effect of "Summon Reactor SK". Once per turn, you can send 1 card from your hand to the Graveyard to destroy 1 card your opponent controls. Once during each of your opponent's turns, you can activate 1 of the following effects: When your opponent Normal Summons or Special Summons a monster, destroy it and inflict 800 damage to your opponent. OR When your opponent Sets a card, destroy it and inflict 800 damage to your opponent.
Gladiator Beast Samnite	CRMS	GladiatorBeastSamnite	Beast/Effect	Earth	3	1600	1200			If this card was Special Summoned by the effect of a "Gladiator Beast" monster, when this card destroys an opponent's monster by battle and sends it to the Graveyard, you can add 1 "Gladiator Beast" card from your Deck to your hand. At the end of the Battle Phase if this card attacked or was attacked, you can return it to the Deck to Special Summon 1 "Gladiator Beast" monster from your Deck, except "Gladiator Beast Samnite".
Greed Quasar	CRMS	GreedQuasar	Fiend/Effect	Dark	7	?	?			This card's original ATK and DEF are each equal to it's Level x 300. This monster's Level is increased by the Level of monsters it destroys by battle.
Half or Nothing	CRMS	HalforNothing	Normal Trap							Activate only during your opponent's Battle Phase. Your opponent selects 1 of the following effects: Halve the ATK of all monsters they control until the end of the Battle Phase. OR End the Battle Phase.
Hydra Viper	CRMS	HydraViper	Reptile/Effect	Water	4	1800	400			Each time this card declares an attack, you must Tribute 1 Aqua-Type monster. This card can attack 3 times during each Battle Phase.
Hyper Psychic Blaster	CRMS	HyperPsychicBlaster	Psychic/Synchro/Effect	Earth	9	3000	2500			1 Tuner + 1 or more non-Tuner Psychic-Type monsters During battle between this attacking card and a Defense Position monster your opponent controls whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. If this card attacks a Defense Position monster whose DEF is lower than the ATK of this card, gain Life Points equal to the difference at the end of the Damage Step.
Hyper Psychic Blaster-Assault Mode	CRMS	HyperPsychicBlasterAssaultMode	Psychic/Effect	Earth	11	3500	3000			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Assault Mode Activate". If this card battles a monster, at the end of the Damage Step, inflict damage to your opponent equal to that monster's DEF and gain Life Points equal to its ATK. When this card on the field is destroyed, you can Special Summon 1 "Hyper Psychic Blaster" from your Graveyard.
Hyper Synchron	CRMS	HyperSynchron	Machine/Tuner/Effect	Light	4	1600	800			If this card is sent to the Graveyard for the Synchro Summon of a Dragon-Type Synchro Monster, that monster gains 800 ATK. Remove it from play during the End Phase.
Ido the Supreme Magical Force	CRMS	IdotheSupremeMagicalForce	Fiend/Effect	Dark	6	2200	800			You cannot Summon monsters. You can only control 1 "Ido the Supreme Magical Force". If this card is destroyed by a card effect and sent to the Graveyard, Special Summon it from your Graveyard during the next turn's Standby Phase and destroy all other monsters you control.
Indomitable Gladiator Beast	CRMS	IndomitableGladiatorBeast	Quick-Play Spell							Target face-up "Gladiator Beast" monster you control gains 500 ATK until the End Phase. While this card is in your Graveyard, you can return 2 "Gladiator Beast" monsters from your Graveyard to the Deck to return this card to your hand.
Inmato	CRMS	Inmato	Plant/Effect	Dark	3	1400	800			When 1 other face-up Plant-Type monster is targeted by the effect of a Spell or Trap Card your opponent controls, you can Tribute this card to draw 2 cards.
Ivy Shackles	CRMS	IvyShackles	Continuous Trap							While it is your turn, all face-up monsters your opponent controls become Plant-Type monsters. When this face-up card on the field is destroyed and sent to the Graveyard by an opponent's card effect, draw 1 card.
Lifeforce Harmonizer	CRMS	LifeforceHarmonizer	Psychic/Effect	Wind	2	800	400			When your opponent activates a card's effect that inflicts damage, you can discard this card to negate its activation and destroy it.
Makiu, the Magical Mist	CRMS	MakiutheMagicalMist	Normal Spell							Select 1 "Summoned Skull" or Thunder-Type monster you control. Destroy all monsters your opponent controls whose DEF is lower than the ATK of the selected monster. You cannot conduct your Battle Phase the turn you activate this card.
Metaphysical Regeneration	CRMS	MetaphysicalRegeneration	Normal Trap							Activate only during the End Phase. Gain 1000 Life Points for each Psychic-Type monster sent to the Graveyard this turn.
Morphtronic Boarden	CRMS	MorphtronicBoarden	Machine/Effect	Earth	3	500	1800			*While in Attack Position: "Morphtronic" monsters you control can attack your opponent directly. *While in Defense Position: Other "Morphtronic" monsters you control cannot be destroyed by battle.
Morphtronic Forcefield	CRMS	MorphtronicForcefield	Counter Trap							Negate the activation of a Spell or Trap Card that would destroy a face-up "Morphtronic" monster you control and destroy it. Add 1 "Morphtronic" card from your Deck to your hand.
Morphtronic Map	CRMS	MorphtronicMap	Field Spell							Each time a monster's battle position is changed, place 1 Morph Counter on this card. All "Morphtronic" monsters gain 300 ATK for each Morph Counter on this card. When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 "Morphtronic" monster from your Graveyard.
Morphtronic Mix-up	CRMS	MorphtronicMixup	Normal Trap							If you control 2 or more face-up "Morphtronic" monsters, select 2 cards your opponent controls. Destroy 1 card of your opponent's choice from those 2.
Morphtronic Rusty Engine	CRMS	MorphtronicRustyEngine	Equip Spell							Equip only to a "Morphtronic" monster. If the equipped monster is destroyed, inflict damage to each player equal to its original ATK.
Morphtronic Slingen	CRMS	MorphtronicSlingen	Machine/Effect	Wind	4	1200	800			*While in Attack Position: Once per turn, you can Tribute 1 "Morphtronic" monster, except "Morphtronic Slingen", to destroy 1 card on the field. *While in Defense Position: If this card would be destroyed, you can destroy another "Morphtronic" monster you control instead.
Multiply	CRMS	Multiply	Quick-Play Spell							Tribute 1 face-up "Kuriboh". Special Summon as many "Kuriboh Token" (Fiend-Type/DARK/Level 1/ATK 300/DEF 200) as possible in Defense Position. These Tokens cannot be Tributed for a Tribute Summon.
Mysterious Triangle	CRMS	MysteriousTriangle	Quick-Play Spell							Destroy 1 monster on the field with an A-Counter. Then, you can Special Summon 1 Level 4 "Alien" monster from your Deck. Destroy it during the End Phase.
