Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Strike Ninja	DR2	StrikeNinja	Warrior/Effect	Dark	4	1700	1200			You can remove this card from play until the End Phase of this turn by removing from play 2 DARK monsters in your Graveyard. You can use this effect during either player's turn. You can only use this effect once per turn.
Stumbling	DR2	Stumbling	Continuous Spell							As long as this card remains face-up on the field, any monster that is Normal Summoned, Flip Summoned or Special Summoned successfully is changed to Defense Position.
Terrorking Salmon	DR2	TerrorkingSalmon	Fish	Water	5	2400	1000			A feared salmon, master of the Sea of Darkness. Its roe is the best delicacy in the World of Darkness.
The Thing in the Crater	DR2	TheThingintheCrater	Pyro/Effect	Fire	4	1000	1200			When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 Pyro-Type Monster from your hand.
Thunder Crash	DR2	ThunderCrash	Normal Spell							Destroy all monsters on your side of the field. Inflict damage to your opponents Life Points equal to the number of monsters destroyed x 300 points.
Torpedo Fish	DR2	TorpedoFish	Fish/Effect	Water	3	1000	1000			As long as "Umi" remains face-up on the field, this card is unaffected by any Spell Cards.
Tower of Babel	DR2	TowerofBabel	Continuous Trap							Each time you or your opponent activates a Spell Card, put 1 Spell Counter on this card. When the 4th Spell Counter is put on this card, destroy this card and inflict 3000 points of damage to the player that activated the Spell Card at that time.
Ultra Evolution Pill	DR2	UltraEvolutionPill	Normal Spell							Tribute 1 Reptile-Type monster on your side of the field. Special Summon 1 Dinosaur-Type Monster from your hand.
Witch Doctor of Chaos	DR2	WitchDoctorofChaos	Spellcaster/Effect	Dark	2	500	500			FLIP: Select 1 Monster Card from you or your opponent's Graveyard. Remove it from play.
Yellow Luster Shield	DR2	YellowLusterShield	Continuous Spell							Increase the DEF of all monsters on your side of the field by 300 points.
Zero Gravity	DR2	ZeroGravity	Normal Trap							Change the battle positions of all face-up monsters on you and your opponent's sides of the field.
Abare Ushioni	DR3	AbareUshioni1	Beast-Warrior/Effect	Earth	4	1200	1200			Once per turn, you can toss a coin and call it. If you call it right, inflict 1000 damage to your opponent. If you call it wrong, you take 1000 damage.
Absolute End	DR3	AbsoluteEnd	Normal Trap							Activate only during your opponent's turn. This turn, the attacks from your opponent's monsters become direct attacks.
Abyssal Designator	DR3	AbyssalDesignator	Normal Spell							Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.
Armed Dragon LV5	DR3	ArmedDragonLV5	Dragon/Effect	Wind	5	2400	1700			Send 1 Monster Card from your hand to the Graveyard to destroy 1 face-up monster on your opponent's side of the field with an ATK equal to or less than the ATK of the sent monster. During the End Phase of a turn that this card destroyed a monster as a result of battle, send this card to the Graveyard to Special Summon 1 "Armed Dragon LV7" from your hand or Deck.
Assault on GHQ	DR3	AssaultonGHQ	Normal Trap							Select 1 monster on your side of the field to activate this card. Destroy the selected card and send 2 cards from the top of your opponent's Deck to the Graveyard.
Astral Barrier	DR3	AstralBarrier	Continuous Trap							If your opponent's monster attacks a monster on your side of the field, you can make the attack a direct attack to your Life Points.
A-Team Trap Disposal Unit	DR3	ATeamTrapDisposalUnit	Machine/Effect	Fire	2	300	400			This effect may be used during either's players turn. When you opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it.
Back to Square One	DR3	BacktoSquareOne	Normal Spell							Discard 1 card from your hand. Return 1 monster on the field to the top of the owner's Deck.
Ballista of Rampart Smashing	DR3	BallistaofRampartSmashing	Equip Spell							If a monster equipped with this card attacks a face-down Defense Position monster, increase the ATK of the equipped monster by 1500 points.
Big Core	DR3	BigCore	Machine/Effect	Dark	6	2300	1100			Put 3 counters on this card when you Normal Summon it. This card is not destroyed by battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step.
Big Wave Small Wave	DR3	BigWaveSmallWave	Normal Spell							Destroy all face-up WATER monsters on your field. Then you can Special Summon WATER monsters from your hand, up to the same number of monsters destroyed by this effect.
Bokoichi the Freightening Car	DR3	BokoichitheFreighteningCar	Machine	Dark	2	500	500			A freight car that is exclusively for Dekoichi. It can transport anything, but most cargo arrives broken.
Cemetary Bomb	DR3	CemetaryBomb	Normal Trap							Inflict 100 points of damage to your opponent?s Life Points for each card in his/her Graveyard.
Centrifugal Field	DR3	CentrifugalField	Field Spell							When a Fusion Monster(s) is destroyed and sent to the Graveyard by a card effect, the owner of that Fusion Monster selects 1 of the Fusion-Material Monsters written in the card text of that Fusion Monster from his/her Graveyard and Special Summons it to the field. (It is the owner of the Fusion Monster that can Special Summon the Material Monster)
Chain Burst	DR3	ChainBurst	Continuous Trap							Inflict 1000 points of damage to each player who activates a Trap Card.
Creeping Doom Manta	DR3	CreepingDoomManta	Fish/Effect	Water	3	1300	1200			When this card is Normal Summoned successfully, no Trap cards can be activated.
Dark Mimic LV1	DR3	DarkMimicLV1	Fiend/Effect	Dark	1	100	1000			FLIP: Draw 1 card from your Deck. Also, during your Standby Phase, send this face-up card to the Graveyard to Special Summon 1 ?Dark Mimic LV3? from your hand or Deck.
Dark Mimic LV3	DR3	DarkMimicLV3	Fiend/Effect	Dark	3	1000	1000			If this card is sent to the Graveyard as a result of battle, the controller of this card draws 1 card from his/her Deck. If this card was Special Summoned by the effect of "Dark Mimic LV1", he/she draws 2 cards instead.
Des Wombat	DR3	DesWombat	Beast/Effect	Earth	3	1600	300			As long as this card remains face-up on the field, any damage by a card effect to the controller of this card becomes 0.
Eagle Eye	DR3	EagleEye	Winged Beast/Effect	Wind	3	1300	1200			When this card is Normal Summoned successfully, no Trap cards can be activated.
Element Doom	DR3	ElementDoom	Fiend/Effect	Dark	4	1500	1200			The monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field. ? EARTH: Negate the effects of Effect Monsters destroyed by this card as a result of battle. ? WIND: If this card destroyed your opponent's monster as a result of battle, it can attack once again in a row.
Element Dragon	DR3	ElementDragon	Dragon/Effect	Light	4	1500	1200			This monster gets the following effect(s) while there are monster(s) with the following Attributes(s) on the field. ? FIRE: Increase the ATK of this card by 500 points. ? WIND: If this card destroyed you opponent?s monster as a result of battle, it can attack once again in a row.
Element Magician	DR3	ElementMagician	Spellcaster/Effect	Light	4	1500	1200			This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field. ? WATER: Control of this card cannot switch. ? WIND: If this card destroyed your opponent's monster as a result of battle, it can attack once again in a row.
Element Saurus	DR3	ElementSaurus	Dinosaur/Effect	Dark	4	1500	1200			This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field. ? FIRE: Increase this card's ATK by 500 points. ? EARTH: Negate the effects of Effect Monsters destroyed by this card.
Element Soldier	DR3	ElementSoldier	Fiend/Effect	Dark	4	1500	1200			This monster gets the following effect(s) while there are monster(s) with the following Attributes(s) on the field. ? WATER: Control of this card cannot switch. ? EARTH: Negate the effect of an Effect Monster that is destroyed by this monster as a result of battle.
Element Valkyrie	DR3	ElementValkyrie	Fairy/Effect	Light	4	1500	1200			The monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field. ? FIRE: Increase the ATK of this card by 500 points. ? WATER: Control of this card cannot switch.
Elemental Burst	DR3	ElementalBurst	Normal Trap							Tribute 1 each of WIND, WATER, FIRE, and EARTH monsters on your side of the field to activate this card. Destroy all cards on your opponent's side of the field.
Enervating Mist	DR3	EnervatingMist	Continuous Trap							Your opponent's hand size limit becomes 5.
Enraged Muka Muka	DR3	EnragedMukaMuka	Rock/Effect	Earth	5	1200	600			Increase the ATK and DEF of this card by 400 points for each card in your hand.
Eria the Water Charmer	DR3	EriatheWaterCharmer	Spellcaster/Effect	Water	3	500	1500			FLIP: Take control of 1 WATER monster on your opponent's side of the field, for as long as this card remains face-up on the field.
Firebird	DR3	Firebird	Winged Beast/Effect	Fire	4	1000	800			As long as this card remains face-up on the field, each time a Winged Beast-Type monster(s) on your side of the field is destroyed, increase the ATK of this card by 500 points.
Flint	DR3	Flint	Equip Spell							A monster equipped with this card can not change its Battle Position or attack, and has its ATK decreased by 300 points. If the equipped monster is destroyed, select 1 monster on the field and equip this card to that monster.
Forced Ceasefire	DR3	ForcedCeasefire	Normal Trap							Discard 1 card from your hand. No Trap Cards can be activated until the End Phase of this turn.
Fox Fire	DR3	FoxFire	Pyro/Effect	Fire	2	300	200			During the End Phase of a turn when this face-up card was destroyed by battle, Special Summon this card from the graveyard to your side of the field. This card cannot be tributed for a Tribute Summon.
Fruits of Kozaky's Studies	DR3	FruitsofKozakysStudies	Normal Trap							Look at the top 3 cards of your Deck and return those cards to the top of the Deck in any order.
Fuh-Rin-Ka-Zan	DR3	FuhRinKaZan	Normal Trap							Activate only when there are at least 1 monster each of WIND, WATER, FIRE, and EARTH Attribute face-up on the field. Select and resolve 1 of the following effects. ? Destroy all monsters on your opponents side of the field. ? Destroy all Spell and Trap Cards on your opponent's side of the field. ? Randomly discard 2 cards from your opponent's hand. ? Draw 2 cards.
Fulfillment of the Contract	DR3	FulfillmentoftheContract	Equip Spell							Pay 800 Life Points. Select 1 Ritual Monster from your Graveyard, Special Summon it to your side of the field and equip it with this card. When this card is destroyed, remove the equipped monster from play.
Fusion Weapon	DR3	FusionWeapon	Equip Spell							This card can only be equipped to a Fusion Monster of Level 6 or less. Increase the ATK and DEF of the equipped monster by 1500 points.
Gatling Dragon	DR3	GatlingDragon	Machine/Fusion/Effect	Dark	8	2600	1200			Barrel Dragon + "Blowback Dragon" Toss a coin 3 times. Destroy a number monsters on the field equal to the number of heads. This effect can only be used once per turn, during your Main Phase.
Goblin Calligrapher	DR3	GoblinCalligrapher	Fiend	Dark	1	400	400			A Goblin who devotes himself to mastering perfect calligraphy of the word ?False?. He gives his all to each stroke.
Golem Sentry	DR3	GolemSentry	Rock/Effect	Earth	4	800	1800			Once per turn, you can flip this card into face-down Defense Position. When this card is Flip Summoned, return 1 monster on your opponent's side of the field to the owner's hand.
Good Goblin Housekeeping	DR3	GoodGoblinHousekeeping	Normal Trap							Draw a number of cards from your Deck equal to the number of "Good Goblin Housekeeping" cards in your Graveyard + 1, select 1 card from your hand, and return it to the bottom of your Deck.
Gorgon's Eye	DR3	GorgonsEye	Normal Trap							Until the end of the End Phase, all effects of monsters on the field in Defense Position are negated.
Grave Lure	DR3	GraveLure	Normal Trap							Turn the top card of your opponent's Deck face-up and your opponent shuffles the Deck. When your opponent draws the face-up card, immediately send it to the Graveyard.
Greed	DR3	Greed	Continuous Trap							Each time a player draws cards because of a card effect, he/she takes 500 points of damage during the End Phase for each card drawn by the card effect.
Hade-Hane	DR3	HadeHane	Beast/Effect	Earth	5	900	1000			FLIP: You can return up to 3 monsters on the field to the owner?s hand.
Hallowed Life Barrier	DR3	HallowedLifeBarrier	Normal Trap							Discard 1 card from your hand. During this turn, any damage you take from your opponent becomes 0.
Harpie Lady 2	DR3	HarpieLady2	Winged Beast/Effect	Wind	4	1300	1400			This card's name is treated as "Harpie Lady". Negate the effects of any Flip Effect Monsters that are destroyed by this monster as a result of battle.
Harpie Lady 3	DR3	HarpieLady3	Winged Beast/Effect	Wind	4	1300	1400			This card's name is treated as "Harpie Lady". Your opponent's monster that battles with this card cannot declare an attack for your opponent's next 2 turns.
Heavy Mech Support Platform	DR3	HeavyMechSupportPlatform	Machine/Union/Effect	Dark	3	500	500			Once per turn during your Main Phase, if you control this monster on the field, you can equip it to a face-up Machine-Type monster on your side of the field as an Equip Spell Card OR unequip the Union equipment and Special Summon this card in face-up Attack Position. When equipped to a monster by this card's effect, that monster's ATK/DEF is increased by 500 points. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed, this card is destroyed instead.)
Heavy Slump	DR3	HeavySlump	Normal Trap							Activate only when your opponent has 8 or more cards in his/her hand. Your opponent adds his/her hand into the Deck, shuffles it, and draws 2 cards.
Horus' Servant	DR3	HorusServant	Beast-Warrior/Effect	Fire	1	100	100			As long as this card remains face-up on your side of the field, your opponent cannot designate "Horus the Black Flame Dragon? (of any LV) as the target of the effect of a Spell, Trap, or Monster Card.
Horus the Black Flame Dragon LV4	DR3	HorustheBlackFlameDragonLV4	Dragon/Effect	Fire	4	1600	1000			As long as this card remains face-up on your side of the field, control of this card cannot switch. During the End Phase of a turn that this card destroyed a monster as a result of battle, send this card to the Graveyard to Special Summon 1 "Horus the Black Flame Dragon LV6" from your hand or Deck.
Horus the Black Flame Dragon LV6	DR3	HorustheBlackFlameDragonLV6	Dragon/Effect	Fire	6	2300	1600			As long as this card remains face-up on your side of the field, it is unaffected by any Spell Cards. During the End Phase of a turn that this card destroyed a monster as a result of battle, send this card to the Graveyard to Special Summon 1 "Horus the Black Flame Dragon LV8" from your hand or Deck.
Horus the Black Flame Dragon LV8	DR3	HorustheBlackFlameDragonLV8	Dragon/Effect	Fire	8	3000	1800			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of "Horus the Black Flame Dragon LV6". As long as this card remains face-up on your side of the field, you can negate the activation and effect of any Spell Cards and destroy them.
Howling Insect	DR3	HowlingInsect	Insect/Effect	Earth	3	1200	1300			When this card is destroyed and sent to the Graveyard as a result of battle, you can Special Summon 1 Insect-Type monster with an ATK of 1500 or less to your side of the field from your Deck. Then shuffle your Deck.
Hyena	DR3	Hyena	Beast/Effect	Earth	3	1000	300			When this card is sent to the Graveyard as a result of battle, you can Special Summon any "Hyena"(s) from your Deck to the field. Then shuffle your Deck.
Insect Knight	DR3	InsectKnight	Insect	Earth	4	1900	1500			Of all Insect fighters, he is the paragon of the Indestructible Insect Invaders, which only the elite of the elite can join. We can no longer ignore their unmatched battle prowess.
Invasion of Flames	DR3	InvasionofFlames	Pyro/Effect	Fire	3	1300	1200			When this card is Normal Summoned successfully, no Trap cards can be activated.
Kaminote Blow	DR3	KaminoteBlow	Normal Spell							Activate only if there is at least 1 face-up "Chu-Ske the Mouse Fighter", "Monk Fighter", or "Master Monk" on your side of the field. Destroy the monster(s) that battle with these monsters on your side of the field this turn, at the end of each Damage Step.
Kangaroo Champ	DR3	KangarooChamp	Beast/Effect	Earth	4	800	700			A monster that battles with this card is changed to Defense Position after damage calculation.
Legendary Black Belt	DR3	LegendaryBlackBelt	Equip Spell							You can only equip this card to "Chu-Ske the Mouse Fighter", "Monk Fighter", or "Master Monk". When the equipped monster destroys your opponent's monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the DEF of the destroyed monster.
Level Conversion Lab	DR3	LevelConversionLab	Normal Trap							Select 1 monster in your hand and show it to your opponent, then roll a six-sided die. If the result is 1, send the selected monster to the Graveyard. If the result is 2-6, the Level of the selected monster becomes equal to the result until the End Phase of this turn.
Level Up	DR3	LevelUp	Normal Spell							Send 1 face-up monster on your side of the field that has ?LV? in its card name to the Graveyard to activate this card. Special Summon the monster that is written in the card text of that monster from your hand or Deck, ignoring the Summoning conditions.
Lighten the Load	DR3	LightentheLoad	Continuous Spell							Add 1 Level 7 monster from your hand to your Deck and shuffle it, then draw 1 card. You can only use this effect once per turn.
Maji-Gire Panda	DR3	MajiGirePanda	Beast/Effect	Earth	4	1000	800			As long as this card remains face-up on the field, each time a Beast-Type monster(s) on the field is destroyed, increase the ATK of this card by 500 points.
Malice Dispersion	DR3	MaliceDispersion	Quick-Play Spell							Discard 1 card from your hand. Destroy all face-up Continuous Trap Cards on the field.
Malice Doll of Demise	DR3	MaliceDollofDemise	Fiend/Effect	Dark	4	1600	1700			If this card is sent from the field to the Graveyard by the effect of a Continuous Spell Card, Special Summon this card from the Graveyard during the Standby Phase of your turn.
Masked Dragon	DR3	MaskedDragon	Dragon/Effect	Fire	3	1400	1100			When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Dragon-Type monster with 1500 or less ATK from your Deck.
Master of Oz	DR3	MasterofOz	Beast/Fusion	Earth	9	4200	3700			?Big Koala? + ?Des Kangaroo?
Medusa Worm	DR3	MedusaWorm	Rock/Effect	Earth	2	500	600			Once per turn, during your Main Phase, you can flip this card into face-down Defense Position. When this card is Flip Summoned, destroy 1 monster on your opponent's side of the field.
Mid Shield Gardna	DR3	MidShieldGardna	Warrior/Effect	Earth	4	100	1800			You can flip this card into face-down Defense Position once per turn during your Main Phase. Negate the activation of a Spell Card that targets this 1 face-down monster. At that time, flip this card into face-up Defense Position.
Mighty Guard	DR3	MightyGuard	Machine	Fire	4	500	1200			A machine soldier that was developed as a guard. It is made of rust-proof metal.
Mind Haxorz	DR3	MindHaxorz	Normal Trap							Pay 500 Life Points. Look at your opponent's hand and all Set cards on his/her side of the field.
Mind on Air	DR3	MindonAir	Spellcaster/Effect	Dark	6	1000	1600			As long as this card remains face-up on the field, your opponent must continue to show his/her hand.
Mind Wipe	DR3	MindWipe	Quick-Play Spell							You can activate this card if your opponent has 3 or less cards in his/her hand. Your opponent adds his/her hand to the Deck and shuffles it, then draws the same number of cards he/she added to the Deck.
Mine Golem	DR3	MineGolem	Rock/Effect	Earth	3	1000	1900			When this card is sent to the Graveyard as a result of battle, inflict 500 damage to your opponent.
Minefield Eruption	DR3	MinefieldEruption	Normal Trap							Inflict 1000 damage to your opponent for each face-up "Mine Golem" on your side of the field. After that, destroy all face-up "Mine Golem"(s) on your side of the field.
Mirage Dragon	DR3	MirageDragon	Dragon/Effect	Light	4	1600	600			As long as this card remains face-up on your side of the field, you opponent cannot activate Trap Cards during the Battle Phase.
Mispolymerization	DR3	Mispolymerization	Normal Trap							Activate only when a Fusion Monster is Special Summoned. Return all face-up Fusion Monsters on the field to their respective Extra Decks.
Moai Interceptor Cannons	DR3	MoaiInterceptorCannons	Rock/Effect	Earth	4	1100	2000			Once per turn, during your Main Phase, you can flip this card into face-down Defense Position.
Mokey Mokey King	DR3	MokeyMokeyKing	Fairy/Fusion/Effect	Light	6	300	100			Mokey Mokey + "Mokey Mokey" + "Mokey Mokey" When this card is removed from the field, you can Special Summon as many "Mokey Mokey" as possible from your Graveyard.
Mokey Mokey Smackdown	DR3	MokeyMokeySmackdown	Continuous Spell							While a face-up "Mokey Mokey" is on your side of the field, if a Fairy-Type monster on your side of the field is destroyed, the ATK of all "Mokey Mokey" on your side of the field becomes 3000 until the End Phase of this turn.
Monk Fighter	DR3	MonkFighter	Rock/Effect	Earth	3	1300	1000			Battle Damage to this card's controller that he/she takes from a battle involving this card becomes 0.
Mystic Swordsman LV2	DR3	MysticSwordsmanLV2	Warrior/Effect	Earth	2	900	0			If this card attacks a face-down Defense Position monster, destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation. During the End Phase of a turn that this card destroyed a monster as a result of battle, send this card to the Graveyard to Special Summon 1 "Mystic Swordsman LV4" from your hand or Deck.
Mystic Swordsman LV6	DR3	MysticSwordsmanLV6	Warrior/Effect	Earth	6	2300	1700			If you Normal Summon this card, you must place it in face-down Defense Position. If this card attacks a face-down Defense Position monster, destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation. You can return the monster destroyed with this effect to the top of your opponent's Deck instead of sending it to the Graveyard.
Neo Aqua Madoor	DR3	NeoAquaMadoor	Spellcaster	Water	6	1200	3000			The true nature of this wizard, who rules all water. It defends itself with a vast, impenetrable wall of ice.
Nightmare Penguin	DR3	NightmarePenguin	Aqua/Effect	Water	4	900	1800			When this card is flipped face-up, return 1 card your opponent controls to the owner's hand. All WATER monsters you control gain 200 ATK.
Ninjitsu Art of Decoy	DR3	NinjitsuArtofDecoy	Continuous Trap							Select 1 face-up monster on your side of the field that includes ?Ninja? in its card name to activate this card. As long as this card remains face-up on the field, the selected monster is not destroyed by battle (damage calculation is applied normally).
Nitro Unit	DR3	NitroUnit	Equip Spell							You can only equip this card to a monster on your opponent's side of the field. When a monster destroys the equipped monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the ATK of the equipped monster.
Nobleman-Eater Bug	DR3	NoblemanEaterBug	Insect/Effect	Earth	5	900	1200			FLIP: Destroy 2 Monsters on the field.
Null and Void	DR3	NullandVoid	Normal Trap							Activate only when an effect of drawing card(s) is activated. Both players see the cards drawn by the effect and discard them all to the Graveyard.
Penumbral Soldier Lady	DR3	PenumbralSoldierLady	Warrior/Effect	Dark	6	2100	1400			If this card battles with a LIGHT monster, increase the ATK of this card by 1000 points during the Damage Step.
Perfect Machine King	DR3	PerfectMachineKing	Machine/Effect	Earth	8	2700	1500			Increase the ATK of this card by 500 points for each Machine-Type monster on the field other than this card.
Pikeru's Second Sight	DR3	PikerusSecondSight	Normal Trap							Until your opponent's second End Phase, your opponent shows you all cards that he/she draws and then add them to his/her hand.
Pitch-Black Warwolf	DR3	PitchBlackWarwolf	Beast-Warrior/Effect	Dark	4	1600	600			As long as this card remains face-up on your side of the field, your opponent cannot activate Trap Cards during the Battle Phase.
Poison Fangs	DR3	PoisonFangs	Continuous Spell							Each time a Beast-Type monster inflicts Battle Damage to your opponent's Life Points, inflict 500 damage to your opponent.
Pole Position	DR3	PolePosition	Continuous Trap							The face-up monster(s) with the highest ATK on the field is unaffected by any Spell Cards. When "Pole Position" is removed from the field, destroy the face-up monster(s) with the highest ATK on the field.
Rafflesia Seduction	DR3	RafflesiaSeduction	Plant/Effect	Earth	2	300	900			FLIP: Take control of 1 face-up monster on your opponent's side of the field until the end of the turn.
Raging Flame Sprite	DR3	RagingFlameSprite	Pyro/Effect	Fire	3	100	200			This card can attack your opponent directly. Each time this card successfully attacks directly, increase the ATK of this card by 1000 points.
Red-Eyes B. Chick	DR3	RedEyesBChick	Dragon/Effect	Dark	1	800	500			Send this face-up card on your side of the field to the Graveyard to Special Summon 1 ?Red-Eyes B. Dragon? from your hand.
Reshef the Dark Being	DR3	ResheftheDarkBeing	Fiend/Ritual/Effect	Light	8	2500	1500			This card can only be Ritual Summoned with the Ritual Spell Card, "Final Ritual of the Ancients". Discard 1 Spell Card from your hand. Take control of 1 monster on your opponent's side of the field until the End Phase. You can only use this effect once per turn.
Ritual Weapon	DR3	RitualWeapon	Equip Spell							This card can only be equipped to a Ritual Monster of Level 6 or less. Increase the ATK and DEF of the equipped monster by 1500 points.
Roc from the Valley of Haze	DR3	RocfromtheValleyofHaze	Winged Beast/Effect	Wind	6	2400	1400			When this card is sent directly from your hand to the Graveyard, add this card to the Deck and shuffle it.
Rock Bombardment	DR3	RockBombardment	Normal Trap							Select 1 Rock-Type monster in your Deck and send it to the Graveyard. Inflict 500 damage to your opponent. The Deck is then shuffled.
Royal Surrender	DR3	RoyalSurrender	Counter Trap							Activate only when your opponent activates a Continuous Trap Card. Negate the activation and the effect of the card and destroy it.
Sanwitch	DR3	Sanwitch	Spellcaster/Fusion	Dark	6	2100	1800			?Sangan? + ?Witch of the Black Forest"
Serial Spell	DR3	SerialSpell	Quick-Play Spell							Activate only when you activate one of your Normal Spell Cards. Discard all the cards in your hand to the Graveyard. The effect of the card becomes the same as the Normal Spell Card.
Silent Swordsman LV3	DR3	SilentSwordsmanLV3	Warrior/Effect	Light	3	1000	1000			Negate the effects of your opponent's Spell Cards that designate this card. During your Standby Phase, send this face-up card to the Graveyard to Special Summon 1 "Silent Swordsman LV5" from your hand or Deck. (You can not activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)
Silent Swordsman LV5	DR3	SilentSwordsmanLV5	Warrior/Effect	Light	5	2300	1000			This card is unaffected by your opponent's Spell Cards. If this card successfully attacks your opponent's Life Points directly, during your next Standby Phase, send this face-up card to the Graveyard to Special Summon 1 "Silent Swordsman LV7" from your hand or Deck.
Skull Dog Marron	DR3	SkullDogMarron	Beast	Earth	4	1350	2000			A lost dog that wandered off 100 years ago. He?s still waiting for his master to come for him.
Space Mambo	DR3	SpaceMambo	Fish	Water	4	1700	1500			A Space Mambo floating in the vast universe. This living relic was found in the ruins of a super civilization on Alphard 4.
Spell Purification	DR3	SpellPurification	Normal Trap							Discard 1 card from your hand. Destroy all face-up Continuous Spell Cards on the field.
Spiral Spear Strike	DR3	SpiralSpearStrike	Continuous Spell							When "Gaia The Fierce Knight", "Swift Gaia the Fierce Knight" or "Gaia the Dragon Champion" on your side of the field attacks a Defense Position monster, if the ATK of that card is higher than the DEF of the Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. If "Gaia the Dragon Champion" inflicts Battle Damage with this effect, draw 2 cards from your Deck and discard 1 card from your hand.
Tactical Espionage Expert	DR3	TacticalEspionageExpert	Warrior/Effect	Earth	3	1300	1200			When this card is Normal Summoned successfully, no Trap cards can be activated.
Taunt	DR3	Taunt	Normal Trap							During your opponent?s Main Phase 1, select 1 monster on your side of the field to activate this card. As long as the selected card remains on the field, if your opponent attacks with a monster(s) this turn, he/she must select the selected monster as the attack target.
The Creator	DR3	TheCreator	Thunder/Effect	Light	8	2300	3000			This card cannot be Special Summoned from the Graveyard. Once per turn, you can select 1 monster in your Graveyard, then send 1 card from your hand to the Graveyard and Special Summon that monster.
The Creator Incarnate	DR3	TheCreatorIncarnate	Warrior/Effect	Light	4	1600	1500			Tribute this card to Special Summon 1 "The Creator" from your hand.
The Dark - Hex-Sealed Fusion	DR3	TheDarkHexSealedFusion	Rock/Effect	Dark	3	1000	1600			You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s). Tribute Fusion-Material Monsters on the field, including this card, to Special Summon 1 DARK Fusion Monster from your Extra Deck.
The Earth - Hex-Sealed Fusion	DR3	TheEarthHexSealedFusion	Rock/Effect	Earth	3	1000	1600			You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s). Tribute Fusion-Material Monsters on the field, including this card, to Special Summon 1 EARTH Fusion Monster from your Extra Deck.
The Graveyard in the Fourth Dimension	DR3	TheGraveyardintheFourthDimension	Normal Spell							Add 2 monsters in your Gravyard that have ?LV? in their card name to your Deck and shuffle it.
The Light - Hex-Sealed Fusion	DR3	TheLightHexSealedFusion	Rock/Effect	Light	3	1000	1600			You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s). Tribute Fusion-Material Monsters on the field, including this card, to Special Summon 1 LIGHT Fusion Monster from your Extra Deck.
The Trojan Horse	DR3	TheTrojanHorse	Beast/Effect	Earth	4	1600	1200			If you Tribute Summon an EARTH monster, you can treat this 1 monster as 2 Tribute Monsters for the Tribute Summon.
Thestalos the Firestorm Monarch	DR3	ThestalostheFirestormMonarch	Pyro/Effect	Fire	6	2400	1000			When this card is Tribute Summoned, discard 1 random card from your opponent's hand to the Graveyard. If the discarded card was a Monster Card, inflict damage to your opponent's Life Points equal to the Level of the monster x 100 points.
Token Feastevil	DR3	TokenFeastevil	Normal Trap							Activate only when a Token(s) is Special Summoned. Destroy all Tokens on the field, and inflict 300 damage to your opponent for each destroyed Token.
Tragedy	DR3	Tragedy	Normal Trap							Activate only when a monster on your opponent's side of the field in face-up Attack Position is changed to face-up Defense Position. Destroy all Defense Position monsters on your opponent's side of the field.
Two-Man Cell Battle	DR3	TwoManCellBattle	Continuous Spell							During each player's End Phase, the turn player can Special Summon 1 Level 4 Normal Monster from his/her hand.
Ultimate Insect LV1	DR3	UltimateInsectLV1	Insect/Effect	Wind	1	0	0			As long as this card remains face-up on your side of the field, it is unaffected by any Spell Cards. During your Standby Phase, send this face-up card to the Graveyard to Special Summon 1 "Ultimate Insect LV3" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned or flipped face-up).
Ultimate Insect LV3	DR3	UltimateInsectLV3	Insect/Effect	Wind	3	1400	900			If this card was Special Summoned by the effect of "Ultimate Insect LV1", as long as this card remains on the field, decrease the ATK of all your opponent's monsters by 300 points. During your Standby Phase, send this face-up card to the Graveyard to Special Summon 1 "Ultimate Insect LV5" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)
