Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Dragunity Dux	HA03	DragunityDux	Winged Beast/Effect	Wind	4	1500	1000			This card gains 200 ATK for each face-up "Dragunity" card you control. When this card is Normal Summoned, you can select 1 Level 3 or lower Dragon-Type "Dragunity" monster in your Graveyard and equip it as an Equip Card to this card.
Dragunity Knight - Gae Bulg	HA03	DragunityKnightGaeBulg	Dragon/Synchro/Effect	Wind	6	2000	1100			1 Dragon-Type Tuner + 1 or more non-Tuner Winged Beast-Type monsters. If this card attacks or is attacked, during the Damage Step you can remove from play 1 (only) Winged Beast-Type monster from your Graveyard, to have this card gain the ATK of that monster until the End Phase.
Dragunity Legionnaire	HA03	DragunityLegionnaire	Winged Beast/Effect	Wind	3	1200	800			When this card is Normal Summoned, you can select 1 Level 3 or lower "Dragunity" Dragon-Type monster in your Graveyard, and equip it to this card as an Equip Card. You can send 1 "Dragunity" card from your Spell & Trap Card Zone to the Graveyard to select 1 face-up monster your opponent controls, and destroy it.
Dragunity Phalanx	HA03	DragunityPhalanx	Dragon/Tuner	Wind	2	500	1100			Once per turn, if this card is equipped as an Equip Card to a monster, you can Special Summon it.
Dragunity Tribus	HA03	DragunityTribus	Winged Beast/Effect	Wind	1	500	300			When this card is Normal or Special Summoned, you can send 1 Level 3 or lower Dragon-Type monster from your Deck to the Graveyard.
Fabled Ashenveil	HA03	FabledAshenveil	Fiend/Effect	Light	4	1600	1200			If this card battles with your opponent's monster, you can send 1 card from your hand to the Graveyard during damage calculation to have this card gain 600 ATK during damage calculation only.
Fabled Dyf	HA03	FabledDyf	Fiend/Effect	Light	3	1400	1700			When a "Fabled" monster(s) is sent from the hand to your Graveyard, you can Tribute this card to select 1 of those monster(s) and Special Summon it.
Fabled Krus	HA03	FabledKrus	Fiend/Effect	Light	2	1000	800			When this card is discarded to the Graveyard, select 1 Level 4 or lower "Fabled" monster in your Graveyard, except this card, and Special Summon it.
Fabled Leviathan	HA03	FabledLeviathan	Fiend/Synchro/Effect	Light	10	3000	2000			1 "Fabled" Tuner + 1 or more non-Tuner monster. When this card on the field is destroyed and sent to the Graveyard, you can select up to 3 "Fabled" monsters in your Graveyard. Add them to your hand.
Fabled Miztoji	HA03	FabledMiztoji	Fiend/Tuner	Light	2	400	200			You can send this card from your hand to the Graveyard to select 1 face-up "Fabled" monster you control. The selected monster is treated as a Tuner monster while face-up on the field.
Fabled Oltro	HA03	FabledOltro	Fiend/Tuner	Light	2	800	500			Once per turn, you can send 1 card from your hand to the Graveyard to Special Summon 1 Level 3 "Fabled" monster from your hand.
Fabled Ragin	HA03	FabledRagin	Fiend/Synchro/Effect	Light	5	2300	1800			1 "Fabled" Tuner Monster + 1 or more non-Tuner Monsters. When this card is Synchro Summoned, if you have 1 or less cards in your hand, you can draw until you have 2 cards in your hand.
Fabled Soulkius	HA03	FabledSoulkius	Fiend/Effect	Light	6	2200	2100			You can send 2 cards, except "Fabled Soulkius", from your hand to the Graveyard to Special Summon this card from the Graveyard.
Fabled Topi	HA03	FabledTopi	Fiend/Effect	Light	1	500	200			If your opponent has 2 or more cards in their hand than you do, you can reveal 1 "Fabled" monster in your hand and Tribute this face-up card to select 2 Spell or Trap Cards your opponent controls, and destroy them.
Fabled Urustos	HA03	FabledUrustos	Fiend/Effect	Light	4	1500	200			While you have 2 or less cards in your hand, all face-up "Fabled" monsters you control gain 400 ATK.
General Grunard of the Ice Barrier	HA03	GeneralGrunardoftheIceBarrier	Warrior/Effect	Water	8	2800	1000			During your Main Phase, you can Normal Summon 1 "Ice Barrier" monster in addition to your Normal Summon or Set. This effect can only be used once per turn.
Gungnir, Dragon of the Ice Barrier	HA03	GungnirDragonoftheIceBarrier	Dragon/Synchro/Effect	Water	7	2500	1700			1 Tuner + 1 or more WATER non-Tuner Monsters. Once per turn, you can discard up to 2 cards to the Graveyard to select the same number of cards your opponent controls. Destroy the selected cards.
Jurrac Brachis	HA03	JurracBrachis	Dinosaur/Tuner	Fire	3	1000	1000			While another face-up "Jurrac" monster is on the field, this card cannot be destroyed by battle.
Jurrac Guaiba	HA03	JurracGuaiba	Dinosaur/Effect	Fire	4	1700	400			If this card destroys an opponent's monster by battle, you can Special Summon 1 "Jurrac" monster with 1700 or less ATK from your Deck. It cannot declare an attack this turn.
Jurrac Iguanon	HA03	JurracIguanon	Dinosaur/Effect	Fire	4	1700	700			If this card destroys an opponent's monster by battle, you can select 1 Set card your opponent controls, and return it to the hand.
Jurrac Ptera	HA03	JurracPtera	Dinosaur/Effect	Fire	3	800	1500			If this card is attacked, return the attacking monster to the hand after damage calculation and this card gains DEF equal to the returned monster's Level x 100.
Jurrac Spinos	HA03	JurracSpinos	Dinosaur/Effect	Fire	7	2600	1700			When this card destroys an opponent's monster by battle and sends it to the Graveyard, Special Summon 1 "Spinos Token" (Dinosaur/FIRE/Level 1/ATK 300/DEF 0) in Attack Position to your opponent's side of the field.
Jurrac Stauriko	HA03	JurracStauriko	Dinosaur/Effect	Fire	2	500	400			If this card is destroyed by battle, Special Summon 2 "Jurrac Token"s (Dinosaur-Type/FIRE/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon, unless it is for a "Jurrac" monster.
Jurrac Titano	HA03	JurracTitano	Dinosaur/Effect	Fire	9	3000	2800			This card cannot be Special Summoned. While face-up on the field, this card cannot be targeted by the effects of Traps or Effect Monsters. Once per turn, you can remove from play 1 "Jurrac" monster with 1700 or less ATK from your Graveyard to have this card gain 1000 ATK until the End Phase.
Jurrac Velphito	HA03	JurracVelphito	Dinosaur/Synchro/Effect	Fire	5	?	?			1 Tuner + 1 or more non-Tuner Dinosaur monsters. This card's ATK and DEF are equal to the total original ATK of the Synchro Material Monsters used for its Synchro Summon. If this card attacks a face-down Defense Position monster, you can destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation.
Locomotion R-Genex	HA03	LocomotionRGenex	Machine/Synchro/Effect	Dark	9	2500	2000			1 "Genex" Tuner + 1 or more non-Tuner DARK monsters. When this card is Synchro Summoned, take control of the face-up monster your opponent controls with the highest Level. (If it's a tie, you get to choose.)
Naturia Barkion	HA03	NaturiaBarkion	Dragon/Synchro/Effect	Earth	6	2500	1800			1 EARTH Tuner + 1 or more non-Tuner EARTH monsters. While this card is face-up on the field, you can remove from play 2 cards in your Graveyard to negate the activation of a Trap Card and destroy it.
Naturia Cliff	HA03	NaturiaCliff	Rock/Effect	Earth	4	1500	1000			When this card is sent from the field to the Graveyard, you can Special Summon 1 Level 4 or lower "Naturia" monster from your Deck to your side of the field in face-up Attack Position.
Naturia Dragonfly	HA03	NaturiaDragonfly	Insect/Effect	Earth	4	1200	400			This card cannot be destroyed by battle with a monster that has 2000 or more ATK. This card gains 200 ATK for each "Naturia" monster in your Graveyard.
Naturia Fruitfly	HA03	NaturiaFruitfly	Insect/Effect	Earth	3	800	1500			All face-up monsters your opponent controls lose 300 ATK and DEF for each face-up "Naturia" monster you control. Once per turn, you can select 1 face-up monster your opponent controls with 0 DEF, and take control of it until the End Phase.
Naturia Horneedle	HA03	NaturiaHorneedle	Insect/Effect	Earth	4	1800	100			When your opponent Special Summons a monster, you can Tribute 1 face-up "Naturia" monster you control, except this card, to destroy the Special Summoned monster.
Naturia Hydrangea	HA03	NaturiaHydrangea	Plant/Effect	Earth	5	1900	2000			If the effect of a "Naturia" monster you control was activated during this turn, you can Special Summon this card from your hand.
Naturia Sunflower	HA03	NaturiaSunflower	Plant/Effect	Earth	2	500	0			You can Tribute this card and 1 other "Naturia" monster you control to negate the activation of an opponent's Effect Monster's effect and destroy that Effect Monster.
Naturia Tulip	HA03	NaturiaTulip	Plant/Tuner	Earth	2	600	1500			Each time your opponent activates a Spell or Trap Card, all face-up "Naturia" monster(s) you control gain 500 ATK until the End Phase.
R-Genex Accelerator	HA03	RGenexAccelerator	Machine/Effect	Wind	4	1500	1900			When a "Genex" monster(s) is added from your Deck to your hand, you can reveal 1 of those monsters to Special Summon that monster.
R-Genex Crusher	HA03	RGenexCrusher	Machine/Effect	Earth	2	800	800			When this card is Normal Summoned successfully, you can add 1 Level 4 "R-Genex" monster from your deck to your hand.
R-Genex Magma	HA03	RGenexMagma	Pyro/Effect	Fire	3	1000	200			When this card is Normal Summoned, you can add 1 Level 2 "R-Genex" monster from your Deck to your hand.
R-Genex Oracle	HA03	RGenexOracle	Spellcaster/Tuner	Dark	1	300	300			If this card is added from your Deck to your hand by the effect of a "Genex" monster, you can Special Summon this card. This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a "Genex" monster.
R-Genex Overseer	HA03	RGenexOverseer	Spellcaster/Tuner	Dark	2	200	100			When this card is Normal or Special Summoned, you can Special Summon 1 Level 3 or lower "Genex" monster from your hand.
R-Genex Turbo	HA03	RGenexTurbo	Machine/Effect	Wind	4	1500	1300			When this card is Normal Summoned, you can select and add 1 Level 1 "Genex" monster from your Deck to your hand.
R-Genex Ultimum	HA03	RGenexUltimum	Machine/Effect	Earth	4	1800	1400			When this face-up card on the field is destroyed and sent to the Graveyard, you can select and return 2 "Genex" monsters from your Graveyard to your Deck.
Samurai of the Ice Barrier	HA03	SamuraioftheIceBarrier	Warrior/Effect	Water	4	1800	1500			When this card on the field is changed from face-up Attack Position to face-up Defense Position, destroy it and draw 1 card.
Shock Troops of the Ice Barrier	HA03	ShockTroopsoftheIceBarrier	Spellcaster/Effect	Water	3	1500	800			You can Tribute this card to destroy 1 face-up WATER monster on the field, and add 1 "Ice Barrier" monster from your Deck to your hand.
Spellbreaker of the Ice Barrier	HA03	SpellbreakeroftheIceBarrier	Spellcaster/Effect	Water	4	1200	2000			Once per turn, you can send 1 "Ice Barrier" monster from your hand to the Graveyard. If you do, Spell Cards cannot be activated until the End Phase of your next turn, as long as this card remains face-up on the field.
Vindikite R-Genex	HA03	VindikiteRGenex	Machine/Synchro/Effect	Wind	8	2400	1000			1 "Genex" Tuner + 1 or more non-Tuner WIND monsters. Your opponent cannot select this card as an attack target. If this card destroys an opponent's monster by battle, you can add 1 "Genex" monster from your Deck to your hand.
Worm Solid	HA03	WormSolid	Reptile/Effect	Light	4	1000	1600			This card gains 100 DEF for each Reptile-Type "Worm" monster in your Graveyard. If your opponent takes Battle Damage by attacking this card, select and destroy 1 Spell or Trap Card your opponent controls at the end of the Damage Step.
Worm Tentacles	HA03	WormTentacles	Reptile/Effect	Light	4	1700	700			Once per turn, you can remove from play 1 Reptile-Type "Worm" monster from your Graveyard. If you do, this card can attack twice during this turn's Battle Phase.
Worm Ugly	HA03	WormUgly	Reptile/Effect	Light	1	100	100			If you use this card to Tribute Summon a Reptile-Type "Worm" monster, you can Special Summon this card from your Graveyard to your opponent's side of the field in face-up attack position.
Worm Victory	HA03	WormVictory	Reptile/Effect	Light	7	0	2500			FLIP: Destroy all face-up monsters on the field, except Reptile-Type "Worm" monsters. This card gains 500 ATK for each Reptile-Type "Worm" monster in your Graveyard.
Worm Warlord	HA03	WormWarlord	Reptile/Effect	Light	6	2350	1800			This card cannot be Special Summoned. Negate the effects of Effect Monsters destroyed by battle with this card. If this card destroys an opponent's monster by battle, it can attack once again in a row.
Worm Xex	HA03	WormXex	Reptile/Effect	Light	4	1800	1000			When this card is Normal Summoned, you can send 1 Reptile-type "Worm" monster from your Deck to the Graveyard. If you control a face-up "Worm Yagan", this card cannot be destroyed by battle.
Worm Yagan	HA03	WormYagan	Reptile/Effect	Light	4	1000	1800			If the only monster you control is "Worm Xex", you can Special Summon this card from your Graveyard in face-down Defense Position. If you do, remove it from play when it is removed from the field. When this card is flipped face-up, select 1 face-up monster your opponent controls, and return in to it's owner's hand.
Worm Zero	HA03	WormZero	Reptile/Fusion/Effect	Light	10	?	0			2 or more Reptile-Type "Worm" monsters. For each Fusion Material Monster with a different name used to Fusion Summon this card, it gains 500 ATK, and also gains these effects: 2+: Once per turn, you can select 1 Reptile-Type monster in your Graveyard, and Special Summon it in face-down Defense Position. 4+: You can remove from play 1 Reptile-Type monster from your Graveyard to send 1 monster on the field to the Graveyard. 6+: Once per turn, you can draw 1 card.
Ancient Flamvell Deity 	HA04	AncientFlamvellDeity1	Pyro/Synchro/Effect	Fire	7	2500	200			1 FIRE Tuner + 1 or more non-Tuner Pyro-Type monsters. When this card is Synchro Summoned, remove from play cards from your opponent's Graveyard, up to the number of cards in their hand. This card gains 200 ATK for each card removed from play by this effect.
Defender of the Ice Barrier 	HA04	DefenderoftheIceBarrier1	Aqua/Tuner	Water	3	200	1600			While you control another face-up "Ice Barrier" monster, monsters your opponent controls with ATK equal to or higher than this card's DEF cannot declare an attack.
Dragunity Angusticlavii 	HA04	DragunityAngusticlavii1	Winged Beast/Effect	Wind	5	2100	1000			If this card is equipped with a Dragon-Type "Dragunity" monster, during battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this monster, inflict the difference as Battle Damage to your opponent.
Dragunity Brandistock 	HA04	DragunityBrandistock1	Dragon/Tuner	Wind	1	600	400			While this card is equipped to a monster, that monster can attack twice during each Battle Phase.
Dragunity Corsesca 	HA04	DragunityCorsesca1	Dragon/Tuner	Wind	1	800	700			This effect can only be activated while this card is equipped to a monster. If the equipped monster destroys an opponent's monster by battle, you can add 1 Level 4 or lower monster from your Deck to your hand with the same Type and Attribute as the monster this card is equipped to.
Dragunity Javelin 	HA04	DragunityJavelin1	Dragon/Tuner	Wind	2	1200	800			If this face-up card is destroyed while in a Monster Card Zone, you can equip it to 1 face-up Winged Beast-Type "Dragunity" monster you control, instead of sending it to the Graveyard.
Dragunity Knight - Barcha 	HA04	DragunityKnightBarcha1	Dragon/Synchro/Effect	Wind	8	2000	1200			1 Dragon-Type Tuner + 1 or more non-Tuner Winged Beast-Type monsters. When this card is Synchro Summoned, you can select any number of Dragon-Type "Dragunity" monsters in your Graveyard, and equip them to this card. This card gains 300 ATK for each "Dragunity" card equipped to this card.
Dragunity Knight - Trident 	HA04	DragunityKnightTrident1	Dragon/Synchro/Effect	Wind	7	2400	1700			1 Dragon-Type Tuner + 1 or more non-Tuner Winged Beast-Type monsters. Once per turn, you can send up to 3 cards you control to the Graveyard to look at your opponent's Extra Deck and send the same number of cards you sent to the Graveyard.
Dragunity Militum 	HA04	DragunityMilitum1	Winged Beast/Effect	Wind	4	1700	1200			Once per turn, you can select 1 "Dragunity" card in your Spell & Trap Card Zone, and Special Summon it.
Dragunity Partisan 	HA04	DragunityPartisan1	Dragon/Tuner	Wind	2	1200	800			When this card is Normal Summoned, you can Special Summon 1 Winged Beast-Type "Dragunity" monster from your hand, then equip it with this card. While this card is equipped to a monster, that monster is treated as a Tuner monster.
Dragunity Pilum 	HA04	DragunityPilum1	Dragon/Tuner	Wind	3	1400	1000			When this card is Normal Summoned, you can Special Summon 1 Winged Beast-Type "Dragunity" monster from your hand, then equip it with this card. While this card is equipped to a monster, that monster can attack your opponent directly. When you do, Battle Damage inflicted to your opponent (by the equipped monster) is halved.
Dragunity Primus Pilus 	HA04	DragunityPrimusPilus1	Winged Beast/Effect	Wind	5	2200	1600			When this card is Normal or Special Summoned, you can select 1 face-up Winged Beast-Type "Dragunity" monster you control. Equip it with 1 Level 3 or lower Dragon-Type "Dragunity" monster from your Deck.
Fabled Dianaira 	HA04	FabledDianaira1	Fiend/Effect	Light	8	2800	100			You can Tribute Summon this card in face-up Attack Position by Tributing 1 "Fabled" monster. Once per turn, the effect of the first Normal Spell Card your opponent activates becomes "Your opponent discards 1 card". ("Your opponent" means the controller of this monster.)
General Gantala of the Ice Barrier 	HA04	GeneralGantalaoftheIceBarrier1	Warrior/Effect	Water	7	2700	2000			Once per turn, during your End Phase, you can select 1 "Ice Barrier" monster, except "General Gantala of the Ice Barrier" in your Graveyard, and Special Summon it.
General Raiho of the Ice Barrier 	HA04	GeneralRaihooftheIceBarrier1	Warrior/Effect	Water	6	2100	2300			When an effect resolves that was activated by your opponent's Effect Monster on the field, they can discard 1 card. If they do not, that effect is negated.
Genex Ally Bellflame 	HA04	GenexAllyBellflame1	Machine/Effect	Dark	4	1700	1000			Each time a monster(s) you control is sent to the Graveyard, place 1 Genex Counter on this card. Each time a card(s) in your opponent's Graveyard is removed from play, place 2 Genex Counters on this card. This card gains 100 ATK for each Genex Counter on the field. When this card is destroyed by battle and sent to the Graveyard, inflict 300 damage to your opponent for each Genex Counter on this card.
Genex Ally Birdman 	HA04	GenexAllyBirdman1	Machine/Tuner	Dark	3	1400	400			You can return 1 face-up monster you control to the hand to Special Summon this card from your hand, and this card gains 500 ATK if it was a WIND monster you returned. If this card is Special Summoned with this effect, remove it from play when it is removed from the field.
Genex Ally Changer 	HA04	GenexAllyChanger1	Machine/Effect	Dark	3	1200	1800			Once per turn, select 1 face-up monster on the field and declare 1 Attribute. The selected monster's Attribute becomes the declared Attribute until the End Phase.
Genex Ally Chemistrer 	HA04	GenexAllyChemistrer1	Machine/Tuner	Dark	2	200	500			You can declare 1 Attribute and discard this card to select 1 face-up "Genex" monster you control. That monster becomes that Attribute. This effect can be activated during either player's turn.
Genex Ally Crusher 	HA04	GenexAllyCrusher1	Machine/Effect	Dark	4	1000	2000			Once per turn, when a monster with the same Attribute as this face-up card you control is Normal Summoned to your side of the field, you can select 1 card your opponent controls, and destroy it.
Genex Ally Powercell 	HA04	GenexAllyPowercell1	Machine/Effect	Dark	4	1700	0			Other face-up monsters you control with the same Attribute as this card gain 500 ATK.
Genex Ally Reliever 	HA04	GenexAllyReliever1	Machine/Effect	Dark	5	2200	1000			If you negate the activation of a Spell Card, Trap Card, or Effect Monster's effect activated by your opponent, you can Special Summon this card from your hand.
Genex Ally Remote 	HA04	GenexAllyRemote1	Machine/Tuner	Dark	3	500	1800			Once per turn, you can select 1 face-up Tuner monster on the field. The selected monster's name is treated as "Genex Controller" until the End Phase.
Genex Ally Solid 	HA04	GenexAllySolid1	Machine/Effect	Dark	2	500	1200			Once per turn, you can send 1 face-up WATER "Genex" monster you control to the Graveyard to draw 2 cards.
Genex Ally Triarm 	HA04	GenexAllyTriarm1	Machine/Synchro/Effect	Dark	6	2400	1600			Genex Controller + 1 or more non-Tuner monsters. This card's effects depend on the Attribute(s) of its non-Tuner Synchro Material Monsters. Once per turn, you can discard 1 card to activate one of its effects: WIND: Send 1 random card from your opponent's hand to the Graveyard. WATER: Select 1 Spell/Trap Card on the field, and destroy it. DARK: Select 1 face-up LIGHT monster on the field, and destroy it and draw 1 card.
Genex Ally Triforce 	HA04	GenexAllyTriforce1	Machine/Synchro/Effect	Dark	7	2500	2100			1 "Genex" Tuner + 1 or more non-Tuner monsters. This card's effects depend on the Attribute(s) of its non-Tuner Synchro Material Monsters. EARTH: If this card attacks, your opponent cannot activate Spell/Trap Cards until the end of the Damage Step. FIRE: If this card destroys a monster by battle, inflict damage to your opponent equal to the ATK of the destroyed monster. LIGHT: Once per turn, you can select 1 LIGHT monster in your Graveyard and Special Summon it face-down.
Genex Ally Volcannon 	HA04	GenexAllyVolcannon1	Machine/Effect	Dark	4	1700	600			Once per turn, you can send 1 face-up FIRE "Genex" monster you control to the Graveyard to select 1 face-up monster your opponent controls, destroy it and inflict damage to your opponent equal to the Level of the destroyed monster x 400.
Jurrac Aeolo 	HA04	JurracAeolo1	Dinosaur/Tuner	Fire	1	200	200			You can Tribute this card to select 1 Level 4 or lower "Jurrac" monster in your Graveyard, except "Jurrac Aeolo". Special Summon that monster from the Graveyard.
Jurrac Dino 	HA04	JurracDino1	Dinosaur/Tuner	Fire	3	1700	800			Once during each player's End Phase, if this card destroyed an opponent's monster by battle this turn, you can Tribute 1 "Jurrac" monster to draw 2 cards.
Jurrac Gallim 	HA04	JurracGallim1	Dinosaur/Tuner	Fire	2	1200	0			When this card is destroyed by battle and sent to the Graveyard, destroy the monster that destroyed this card. Your opponent can discard 1 card to negate this effect.
Jurrac Herra 	HA04	JurracHerra1	Dinosaur/Effect	Fire	6	2300	1500			When a Defense Position "Jurrac" monster you control, except "Jurrac Herra" is destroyed by battle and sent to the Graveyard, you can Special Summon this card from your hand or your Graveyard.
Jurrac Meteor 	HA04	JurracMeteor1	Dinosaur/Synchro/Effect	Fire	10	2800	2000			1 "Jurrac" Tuner + 2 or more non-Tuner Dinosaur monsters. When this card is Synchro Summoned, destroy all cards on the field. Then, you can Special Summon 1 Tuner Monster from your Graveyard.
Naturia Butterfly 	HA04	NaturiaButterfly1	Insect/Tuner	Earth	3	500	1200			Once per turn, when an opponent's monster declares an attack, you can send the top card of your Deck to the Graveyard and negate that attack.
Naturia Exterio 	HA04	NaturiaExterio1	Beast/Fusion/Effect	Earth	10	2800	2400			Naturia Beast + "Naturia Barkion". A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. While this card is face-up on the field, you can negate the activation of a Spell/Trap Card, and destroy it, by removing from play 1 card from your Graveyard, then sending the top card of your Deck to the Graveyard.
Naturia Ladybug 	HA04	NaturiaLadybug1	Insect/Effect	Earth	1	100	100			When you Synchro Summon a "Naturia" Synchro Monster, you can Special Summon this card from your Graveyard. During your Main Phase, you can Tribute this card to select 1 face-up "Naturia" monster you control. It gains 1000 ATK until the End Phase.
Naturia Landoise 	HA04	NaturiaLandoise1	Rock/Synchro/Effect	Earth	7	2350	1600			1 EARTH Tuner + 1 or more non-Tuner EARTH monsters. While this card is face-up on the field, you can send 1 Spell Card from your hand to the Graveyard to negate the activation of an Effect Monster's effect and destroy it.
Naturia Mantis 	HA04	NaturiaMantis1	Insect/Effect	Earth	4	1700	1500			When your opponent Normal Summons a monster, you can send 1 "Naturia" monster from your hand to the Graveyard to destroy that monster.
Naturia Ragweed 	HA04	NaturiaRagweed1	Plant/Effect	Earth	3	1200	2000			When your opponent draws a card(s) outside of their Draw Phase, you can send this card from the field to the Graveyard to draw 2 cards.
Naturia Stinkbug 	HA04	NaturiaStinkbug1	Insect/Tuner	Earth	3	200	500			When a face-up "Naturia" monster you control is selected as an attack target, you can send this face-up card you control to the Graveyard to negate that attack and end the Battle Phase.
Naturia Strawberry 	HA04	NaturiaStrawberry1	Plant/Effect	Earth	4	1600	1200			Once per turn, when your opponent Normal or Special Summons a monster, select that monster. This card gains 100 ATK x the Level of that monster until the End Phase.
Naturia White Oak 	HA04	NaturiaWhiteOak1	Plant/Effect	Earth	4	1800	1400			When this card is targeted by an opponent's card effect, you can send this face-up card you control to the Graveyard to Special Summon 2 Level 4 or lower "Naturia" monsters from your Deck. They cannot declare an attack, and are destroyed during your End Phase.
Neo Flamvell Garuda 	HA04	NeoFlamvellGaruda1	Pyro/Effect	Fire	3	1200	1800			During your End Phase, if you control another face-up "Flamvell" monster, select 1 card in your opponent's Graveyard and remove it from play.
Neo Flamvell Hedgehog 	HA04	NeoFlamvellHedgehog1	Pyro/Tuner	Fire	3	800	200			If this card is destroyed by battle, select 1 card from your opponent's Graveyard and remove it from play. If this card on the field is destroyed by a card effect, select 1 FIRE monster with 200 or less DEF in your Graveyard, except "Neo Flamvell Hedgehog", and add it to your hand.
Neo Flamvell Origin 	HA04	NeoFlamvellOrigin1	Pyro/Tuner	Fire	2	500	200			If you control a face-up "Flamvell" monster, except "Neo Flamvell Origin", and your opponent has 3 or less cards in their Graveyard, you can Special Summon this card from your hand.
Neo Flamvell Sabre 	HA04	NeoFlamvellSabre1	Pyro/Effect	Fire	4	1500	200			While your opponent has 4 or less cards in their Graveyard, this card gains 600 ATK. While your opponent has 8 or more cards in their Graveyard, this card loses 300 ATK.
Neo Flamvell Shaman 	HA04	NeoFlamvellShaman1	Pyro/Effect	Fire	3	1700	200			If this card destroys an opponent's monster by battle while you have 3 or more "Flamvell" monsters in your Graveyard, select 1 card in your opponent's Graveyard and remove it from play. If your opponent does not have any Spell Cards in their Graveyard when this effect activates, inflict 500 damage to your opponent.
Sacred Spirit of the Ice Barrier 	HA04	SacredSpiritoftheIceBarrier1	Zombie/Spirit	Water	4	1600	1200			This card cannot be Special Summoned. This card returns to the hand during the End Phase of the turn it is Normal Summoned or flipped face-up, unless you control another face-up "Ice Barrier" monster. In that case, this card's effect changes to select 1 monster your opponent controls and return it to the hand, instead.
Secret Guards of the Ice Barrier 	HA04	SecretGuardsoftheIceBarrier1	Aqua/Effect	Water	2	100	1600			Face-up "Ice Barrier" monsters you control cannot be targeted by the effects of your opponent's Effect Monsters.
Strategist of the Ice Barrier	HA04	StrategistoftheIceBarrier1	Spellcaster/Effect	Water	4	1600	1600			Once per turn, you can send 1 "Ice Barrier" monster from your hand to the Graveyard to draw 1 card.
The Fabled Catsith 	HA04	TheFabledCatsith1	Beast/Tuner	Light	1	800	600			When this card is discarded to the Graveyard, select 1 face-up card on the field, and destroy it.
The Fabled Cerburrel 	HA04	TheFabledCerburrel1	Beast/Tuner	Light	2	1000	400			When this card is discarded to the Graveyard, Special Summon it.
The Fabled Chawa 	HA04	TheFabledChawa1	Beast/Tuner	Light	1	200	100			During your Main Phase, you can discard 1 "Fabled" monster and Special Summon this card from your hand.
The Fabled Ganashia 	HA04	TheFabledGanashia1	Beast/Effect	Light	3	1600	1000			When this card is discarded to the Graveyard, Special Summon it. If this card is Special Summoned this way, it gains 200 ATK and is removed from play when it is removed from the field.
The Fabled Kokkator 	HA04	TheFabledKokkator1	Beast/Effect	Light	4	1700	1500			When this card destroys an opponent's monster by battle and sends it to the Graveyard, you can discard 1 "Fabled" monster to the Graveyard to draw 1 card.
The Fabled Kudabbi 	HA04	TheFabledKudabbi1	Beast/Synchro/Effect	Light	4	2200	1100			1 "Fabled" Tuner + 1 or more non-Tuner monsters. This card gains an appropriate effect, depending on the number of cards in your hand. 0: This card cannot be destroyed by battle or by card effects. 3+: Destroy this card during the End Phase.
The Fabled Nozoochee 	HA04	TheFabledNozoochee1	Beast/Effect	Light	2	1200	800			During your Main Phase, you can discard 1 "Fabled" monster and Special Summon this card from your hand. When this card is Special Summoned by this effect, you can Special Summon 1 Level 2 or lower "Fabled" monster from your hand.
The Fabled Peggulsus 	HA04	TheFabledPeggulsus1	Beast/Tuner	Light	1	100	1600			When this card is discarded to the Graveyard, you can Special Summon this card face-down on your side of the field. When this card is flipped face-up, you can reveal 1 "Fabled" monster in your hand to send 1 "Fabled" monster from your Deck to the Graveyard.
The Fabled Unicore 	HA04	TheFabledUnicore1	Beast/Synchro/Effect	Light	4	2300	1000			1 "Fabled" Tuner + 1 or more non-Tuner monsters. While you and your opponent have the same number of cards in hand, negate all Spells, Traps, and Effect Monster effects activated by your opponent, and destroy that Spell/Trap/Monster.
Trishula, Dragon of the Ice Barrier 	HA04	TrishulaDragonoftheIceBarrier1	Dragon/Synchro/Effect	Water	9	2700	2000		A1/T1	1 Tuner + 2 or more non-Tuner monsters. When this card is Synchro Summoned, you can activate this effect to remove from play up to one card each from your opponent's hand, field and Graveyard. (The card in the hand is chosen at random.)
Warlock of the Ice Barrier 	HA04	WarlockoftheIceBarrier1	Spellcaster/Effect	Water	3	400	1000			While you control another "Ice Barrier" monster, both players must Set Spell Cards before activating them, and cannot activate them until their next turn.
Aquamirror Meditation	HA05	AquamirrorMeditation	Normal Trap					S		Reveal 1 Ritual Spell Card in your hand to target 2 "Gishki" monsters in your Graveyard; return them to the hand.
Blessings for Gusto	HA05	BlessingsforGusto	Normal Trap					S		Target 2 "Gusto" monsters in your Graveyard, plus a third "Gusto" monster in your Graveyard; shuffle both of the first 2 targets into your Deck, then Special Summon the third target.
Caam, Serenity of Gusto	HA05	CaamSerenityofGusto	Psychic/Effect	Wind	4	1700	1100	ScR		Once per turn: You can shuffle 2 "Gusto" monsters from your Graveyard into the Main Deck; draw 1 card.
Contact with Gusto	HA05	ContactwithGusto	Normal Spell					ScR		Target 2 "Gusto" monsters in your Graveyard and 1 card your opponent controls; shuffle both targets in your Graveyard into the Deck, then destroy the opponent's target.
