Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Verz Thunderbird	DT14	J-WO25	Thunder/Effect	Dark	4	1650	1050		ocg	During either player's turn, when the effect of a Spell, Trap, or Effect Monster is activated: You can banish this card you control. During the next Standby Phase, return this card that was banished by this effect to the field, and it gains 300 ATK. The effect of "Verz Thunderbird" can only be activated once per turn.
Verz Salamandra	DT14	J-WO26	Dinosaur/Effect	Dark	4	1850	950		ocg	Twice per turn: You can banish 1 monster in your Graveyard; this card gains 300 ATK until your opponent's End Phase.
Verz Golem	DT14	J-WO27	Rock/Effect	Dark	5	2150	1250		ocg	Once per turn: You can target 1 Level 5 or higher face-up non-DARK monster on the field; destroy it.
Verz Coppelial	DT14	J-WO28	Machine/Effect	Dark	6	2450	2050		ocg	Cannot be Special Summoned. When this card leaves the field by a card or effect your opponent controls: Target 1 face-up monster your opponent controls; gain control of it until your next End Phase.
Genesis Star God, Sophia	DT14	J-WO29	Fairy/Effect	Dark	11	3600	3400		ocg	Cannot be Normal Summoned or Set. Must be Special Summoned (from the hand) by banishing 1 face-up Ritual, Fusion, Synchro, and Xyz Monster from either player's side of the field, and cannot be Special Summoned by other ways. This card's Special Summon cannot be negated. When this card is Special Summoned: Banish all cards in both player's hands, both sides of the field, and both player's Graveyard, except this card. Cards and effects cannot be activated in response to the activation of this card's effect.
Evigishki Psychelone	DT14	J-WO30	Fiend/Ritual/Effect	Water	4	2150	1650		ocg	Cannot be Normal Summoned or Set. Must first be Ritual Summoned. You can Ritual Summon this card with any "Gishki" Ritual Spell Card. Once per turn: You can declare a Type and Attribute; look at 1 random card in your opponent's hand, and if it is a Monster Card with the declared Type and Attribute, return it to the Deck.
Evigishki Zealgigas	DT14	J-WO31	Aqua/Ritual/Effect	Water	10	3200	0		ocg	Cannot be Normal Summoned or Set. Must first be Ritual Summoned. You can Ritual Summon this card with any "Gishki" Ritual Spell Card. Once per turn: You can pay 1000 Life Points; draw 1 card, and reveal it. If it is a "Gishki" monster, shuffle 1 card on the field to the Deck.
Gem-Knight Seraphi	DT14	J-WO32	Fairy/Fusion/Effect	Earth	5	2300	1400		ocg	1 "Gem-Knight" monster + 1 LIGHT monster. Must first be Fusion Summoned with the above Fusion Material Monsters. Once, while this card is face-up on the field, during your Main Phase, you can Normal Summon 1 monster in addition to your Normal Summon or Set.
Gem-Knight Master Dia	DT14	J-WO33	Rock/Fusion/Effect	Earth	9	2900	2500		ocg	3 "Gem-Knight" monsters. Must first be Fusion Summoned. This card gains 100 ATK for each "Gem-Knight" monster in your Graveyard. Once per turn: You can banish 1 Level 7 or lower "Gem-" Fusion Monster in your Graveyard; this card is treated as the same name as that monster and gains the same effect(s) until the End Phase.
Tinplate Archduke	DT14	J-WO37	Machine/Xyz/Effect	Earth	*4	2200	1200		ocg	3 Level 4 monsters. During either player's turn: You can detach 1 Xyz Material from this card to target 1 monster your opponent controls; change its battle position. (Flip Effects are not activated at this time.)
Sacred Beehive	DT14	J-WO38	Machine/Xyz/Effect	Light	*4	2400	800		ocg	2 Level 4 "Sacred" monsters. Once per turn, during either player's turn, when a "Sacred" monster you control battles, during the Damage Step: You can detach 1 Xyz Material from this card; that monster gains 1000 ATK until the End Phase.
Sacred Ptolemys Messier 7	DT14	J-WO39	Machine/Xyz/Effect	Light	*6	2700	2000		ocg	2 Level 6 monsters. You can also Xyz Summon this card by using 1 face-up "Sacred" Xyz Monster you control as the Xyz Material, except "Sacred Ptolemys Messier 7". (Xyz Materials attached to that monster also become Xyz Materials of this card.) You cannot activate this card's effect the turn you Special Summon this card this way. Once per turn: You can detach 1 Xyz Material from this card to target 1 monster on the field or in either player's Graveyard; return it to the hand.
Verz Thanatos	DT14	J-WO40	Fiend/Xyz/Effect	Dark	*4	2350	1350		ocg	2 Level 4 DARK monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card; this turn, this card is unaffected by effects of other Effect Monsters.
Verz Ophion	DT14	J-WO41	Dragon/Xyz/Effect	Dark	*4	2550	1650		ocg	2 Level 4 "Verz" or "Steelswarm" monsters. While this card is face-up on the field with Xyz Material, neither player can Special Summon Level 5 or higher monsters. Once per turn: You can detach 1 Xyz Material from this card; add 1 "Infestation" Spell or Trap Card from your Deck to your hand.
Verz Ouroboros	DT14	J-WO42	Dragon/Xyz/Effect	Dark	*4	2750	1950		ocg	3 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card; activate 1 of these effects. Each of these effects can only be used once while this card is face-up on the field. *Target 1 card your opponent controls; return it to the hand. *Send 1 random card from your opponent's hand to the Graveyard. *Banish 1 card in your opponent's Graveyard.
Iron Call	DT14	J-WO43	Normal Spell						ocg	If you control a face-up Machine-Type monster: Target 1 Level 4 or lower Machine-Type monster in your Graveyard; Special Summon the target. That monster is destroyed during the End Phase.
Sacred's Super Rebirth	DT14	J-WO45	Normal Spell						ocg	Target 2 "Sacred" monsters in your Graveyard; add them to your hand. You cannot conduct your Battle Phase the turn you activated this card.
Infestation Pandemic Infection	DT14	J-WO46	Quick-Play Spell						ocg	This turn, all "Verz" or "Steelswarm" monsters you control are unaffected by the effects of other Spell and Trap Cards.
Sacred Meteor	DT14	J-WO49	Normal Trap						ocg	This turn, when an opponent's monster battles a "Sacred" monster and is not destroyed by battle: Shuffle it into the Deck at the end of the Battle Phase.
Infestation Collapse	DT14	J-WO50	Normal Trap						ocg	Target 1 "Verz" or "Steelswarm" monster you control and 2 cards your opponent controls; banish your target and return the opponent's targets to the hand.
Buten	JF11	J-JK07	Fairy/Tuner	Light	1	200	300		ocg	During your Main Phase, you can remove from play this card from your Graveyard to select 1 face-up Level 4 or lower LIGHT Fairy-Type monster you control. That monster is treated as a Tuner monster while it is face-up on the field.
Des Donut	JF11	J-JK08	Fiend/Effect	Dark	1	0	0		ocg	FLIP: Destroy all face-up monsters on the field with 0 original ATK/DEF.
Nimble Manta	JF11	J-JK09	Fish/Effect	Water	2	800	100		ocg	When this card is sent from the field to the Graveyard by a card effect, you can Special Summon up to 2 "Nimble Manta" from your Deck.
Rage of Deep Sea	JF11	J-JK10	Fish/Effect	Water	5	0	0		ocg	This card gains 500 ATK and DEF for each Fish-Type, Sea Serpent-Type, and Aqua-Type monster in your Graveyard.
Haze Beast Hippogriff	JF12	J-JLA7	Pyro/Effect	Fire	6	2100	200		ocg	While this card is face-up on the field, your opponent cannot target this card with card effects. Once per turn: You can Tribute 1 FIRE monster you control; this card gains 300 ATK.
Alpacaribu, Sacred Beast of the Forest	JF12	J-JLA8	Beast/Effect	Earth	7	2700	2100		ocg	This card gains the following effect depending on its battle position. *Attack Position: Face-up Attack Position Insect, Plant, and Winged Beast-Type monsters you control cannot be destroyed by battle. *Defense Position: Face-up Defense Position Insect, Plant, and Winged Beast-Type monsters you control cannot be targeted or be destroyed by card effects.
Eco, Holy Spirit of the Forest	JF12	J-JLA9	Plant/Effect	Earth	4	1700	1000		ocg	When you take damage from your opponent's card effect: Special Summon this card (from your hand), and inflict damage to your opponent equal to the damage you took. This turn, all effect damage becomes 0.
Kabutron	JF12	J-JLA0	Insect/Effect	Dark	4	1600	900		ocg	You can send 1 face-up Spell or Trap Card you control to the Graveyard to target 1 Level 4 or lower Insect-Type monster in your Graveyard; Special Summon that target in face-up Defense Position. The effect of "Kabutron" can only be activated once per turn.
Snowdust Dragon	JF12	J-JLB7	Dragon/Effect	Water	8	2800	1800		ocg	You can Special Summon this card (from your hand) by removing 4 Ice Counters from the field. While this card is face-up on the field, face-up monsters with Ice Counters, except this card, cannot attack or change their battle position.
Snow Dragon	JF12	J-JLB8	Dragon/Effect	Water	4	1400	900		ocg	When this card is destroyed by battle or a card effect and sent to the Graveyard, place 1 Ice Counter on all face-up monsters on the field.
Uminotaurus	JF12	J-JLB9	Aqua/Effect	Water	4	1700	1000		ocg	While this card is face-up on the field, if a Fish, Sea Serpent, or Aqua-Type monster you control attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.
Fishborg Launcher	JF12	J-JLB0	Fish/Tuner	Water	1	200	100		ocg	During your Main Phase, if all other monsters in your Graveyard are WATER monsters: Special Summon this card (from your Graveyard). If you do, banish this card when it leaves the field. This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a WATER monster. The effect of "Fishborg Launcher" can only be activated once per turn.
The Atmosphere	LE17	J-LQ03	Winged Beast/Effect	Wind	8	1000	800		ocg	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 monsters you control and 1 monster in your Graveyard. Once per turn, you can equip 1 face-up monster your opponent controls to this card. This card gains ATK and DEF equal to the ATK and DEF of the equipped monster. (You can only equip 1 monster at a time to this card.)
Junk Blader	LE17	J-LQ04	Warrior/Effect	Earth	4	1800	1000		ocg	You can remove from play 1 "Junk" monster from your Graveyard to have this card gain 400 ATK until the End Phase.
Shuttleroid	PP11	J-PK02	Machine/Effect	Wind	4	1000	1200		ocg	If this card is declared as an attack target, you can remove this card from play. When it is removed from play by this effect, Special Summon it during your next Standby Phase. When it is Special Summoned by this effect, inflict 1000 damage to your opponent.
Quick-Span Knight	PP12	J-PL01	Machine/Tuner	Earth	3	1000	800		ocg	If this card is used for a Synchro Summon and sent to the Graveyard, 1 face-up monster your opponent controls loses 500 ATK.
Armored Bee	PP12	J-PL02	Insect/Effect	Wind	4	1600	1200		ocg	Once per turn, select 1 face-up monster your opponent controls. Halve the ATK of that monster until the End Phase.
Poseidon Giant Beetle	PP12	J-PL03	Insect/Effect	Earth	7	2500	2300		ocg	Up to twice per turn, if this card attacks a monster your opponent controls in face-up Attack Position and that monster is not destroyed by battle, you can attack that same monster again.
Junk Forward	PP13	J-PM01	Warrior/Effect	Earth	3	900	1500		ocg	If you control no monsters, you can Special Summon this card from your hand.
Fallen Angel of Roses	PP13	J-PM02	Plant/Effect	Earth	7	2400	1300		ocg	You can Special Summon this card from your hand by returning 1 face-up Plant-Type monster you control to the hand, except "Fallen Angel of Roses". If you do, remove it from play when it is removed from the field.
Machina Cannon	PP13	J-PM03	Machine/Effect	Earth	8	0	2200		ocg	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by sending any number of Machine-Type monsters from your hand to the Graveyard. If you do, this card gains 800 ATK for each monster sent to the Graveyard.
Blaze Fenix, the Burning Bombardment Bird	PP13	J-PM04	Pyro/Fusion/Effect	Fire	8	2800	2300		ocg	1 Machine-Type monster + 1 Pyro-Type monster. Once per turn, during your Main Phase, you can inflict 300 damage to your opponent for each card on the field. If you activate this effect, this card cannot attack this turn.
Scarred Warrior	PP13	J-PM08	Warrior/Synchro/Effect	Earth	5	2100	1000		ocg	1 Tuner + 1 or more non-Tuner monsters. Your opponent cannot select another face-up Warrior-Type monster you control as an attack target. Once per turn, if this card would be destroyed by battle, it is not destroyed.
Kagemusha Knight	PP14	J-PN01	Warrior/Effect	Dark	3	0	0		ocg	When you Normal Summon a Level 3 monster: You can Special Summon this card from your hand. This card cannot be used as a Synchro Material Monster.
Photon Wyvern	PP14	J-PN02	Dragon/Effect	Light	7	2500	2000		ocg	When this card is Normal or Flip Summoned: Destroy all Set cards your opponent controls.
Great Queen Fallen Angel, Rosarian	PP14	J-PN03	Plant/Effect	Earth	8	2900	2400		ocg	Cannot be Normal Summoned or Set. Must first be Special Summoned by banishing 1 Level 7 or higher Plant-Type monster from your hand or Graveyard. Once per turn: You can negate the effects of all other cards currently face-up on the field, until the End Phase.
Ma'at	PP14	J-PN04	Fairy/Effect	Light	10	?	?		ocg	Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by sending 1 face-up LIGHT Dragon-Type and 1 face-up LIGHT Fairy-Type monster you control to the Graveyard, and cannot be Special Summoned by other ways. Once per turn: You can declare 3 card names; reveal the top 3 cards of your Deck, add the declared card(s) to your hand, and send the other cards revealed by this effect to the Graveyard, and this card's ATK and DEF becomes the number of cards you added to your hand by this effect x 1000.
Masked HERO Acid	PP14	J-PN05	Warrior/Fusion/Effect	Water	8	2600	2100		ocg	Must be Special Summoned with "Mask Change", and cannot be Special Summoned by other ways. When this card is Special Summoned: Destroy all Spell & Trap Cards your opponent controls, and all face-up monsters your opponent currently controls lose 300 ATK.
Masked HERO Daian	PP14	J-PN06	Warrior/Fusion/Effect	Earth	8	2800	3000		ocg	Must be Special Summoned with "Mask Change", and cannot be Special Summoned by other ways. When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Special Summon 1 Level 4 or lower "HERO" monster from your Deck.
Gravity Warrior	PP14	J-PN07	Warrior/Synchro/Effect	Earth	6	2100	1000		ocg	1 Tuner + 1 or more non-Tuner monsters. When this card is Synchro Summoned: It gains 300 ATK for each face-up monster your opponent controls. Once per turn, during your opponent's Battle Phase: You can target 1 face-up Defense Position monster your opponent controls; change that target to face-up Attack Position, and that target must attack this turn if able.
Purgatory Dragon - Ogre Dragoon	PP14	J-PN08	Dragon/Synchro/Effect	Dark	8	3000	3000		ocg	1 DARK Tuner + 1 or more non-Tuner monsters. Once per turn, when your opponent activates a Spell or Trap Card, if you have no cards in your hand: You can negate the activation of that card and destroy it.
Photon Sanctuary	PP14	J-PN09	Normal Spell						ocg	You cannot Summon a monster, except a LIGHT monster, the turn you activate this card. Special Summon 2 "Photon Tokens" (LIGHT/Thunder-Type/Level 4/ATK 2000/DEF 0) in face-up Defense Position. These Tokens cannot attack or be used as Synchro Material Monsters.
Photon Rising Stream	PP14	J-PN10	Normal Trap						ocg	When a face-up LIGHT Dragon-Type monster you control is targeted for an attack: It gains ATK equal to the ATK of the attacking monster, until the end of the Damage Step only.
Sacred Knight Joan	TF5B	J-TF05	Warrior/Effect	Light	4	1900	1300		ocg	If this card attacks, it loses 300 ATK during the Damage Step only. If this card is destroyed by your opponent (either by battle or by card effect) and sent to the Graveyard, you can send 1 card from your hand to the Graveyard to select 1 Level 4 or lower Warrior-Type monster in your Graveyard, and add it to your hand.
Sonic Warrior	TF06	J-TF61	Warrior/Effect	Wind	2	1000	0		ocg	When this card is sent to the Graveyard: Level 2 or lower monsters you control gain 500 ATK.
Influence Dragon	TF06	J-TF62	Dragon/Tuner	Wind	3	300	900		ocg	Once per turn: target 1 face-up monster you control; the targeted monster is treated as a Dragon-Type, until the End Phase.
Crimson Blader	TF06	J-TF63	Warrior/Synchro/Effect	Fire	8	2800	2600		ocg	1 Tuner + 1 or more non-Tuner monsters. If this card destroys an opponent's monster by battle and sends it to the Graveyard: Your opponent cannot Normal or Special Summon Level 5 or higher monsters during their next turn.
Star Bright Dragon	TF6B	J-TF06	Dragon/Effect	Light	4	1900	1000		ocg	When this card is Summoned: You can target 1 face-up monster on the field, except this card; increase that target's Level by 2 until the End Phase.
Kamionwizard	TP03	J-TC09	Spellcaster/Fusion	Dark	4	1300	1100		ocg	"Mystical Elf" + "Curtain of the Dark Ones"
Man-eating Black Shark	TP04	J-TD08	Fish/Fusion	Water	5	2100	1300		ocg	Sea Kamen + "Gruesome Goo" + "Amazon of the Seas"
Meteor B. Dragon	TP04	J-TD02	Dragon/Fusion	Fire	8	3500	2000		ocg	Red-Eyes B. Dragon + "Meteor Dragon".
Dryad	TP07	J-TG03	Spellcaster	Earth	4	1200	1400		ocg	A spirit of the forest powered by the surrounding trees and wildlife.
Rare Fish	TP15	J-TO09	Fish/Fusion	Water	4	1500	1200		ocg	Fusionist + "Enchanting Mermaid"
Hourglass of Life	TP16	J-TP03	Fairy	Light	2	700	600		ocg	This creature grants power instead of shortening life.
Battle Warrior	TP16	J-TP04	Warrior	Earth	3	700	1000		ocg	A warrior that fights with his bare hands.
Muse-A	TP16	J-TP05	Fairy	Light	3	850	900		ocg	A fairy of the arts that is unbeatable on the harp.
Zombie Warrior	TP16	J-TP08	Zombie/Fusion	Dark	3	1200	900		ocg	Skull Servant + "Battle Warrior"
Wings of Wicked Flame	TP17	J-TQ04	Pyro	Fire	2	700	600		ocg	Crimson wings of fire make this a very lethal creature.
Mavelus	TP17	J-TQ08	Winged Beast/Fusion	Wind	4	1300	900		ocg	"Tyhone" + "Wings of Wicked Flame"
The Wandering Doomed	TP18	J-TR04	Zombie	Dark	2	800	600		ocg	A monster that wanders the edges of the netherworld.
Number 16: Color Ruler - Shock Ruler	VB14	J-BN01	Fairy/Xyz/Effect	Light	*4	2300	1600		ocg	3 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card and declare a type of card (Spell, Trap, or Monster Card); until your opponent's next End Phase, neither player can activate cards of the declared type.
Number 11: Big Eye	VB14	J-BN02	Spellcaster/Xyz/Effect	Dark	*7	2600	2000		ocg	2 Level 7 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 monster your opponent controls; take control of it. If you do, this card cannot attack during this turn.
Sixth Sense	VB6	J-BF03	Normal Trap						ocg	Choose 2 numbers from 1 to 6. Your opponent rolls a die, and if the number rolled matches one of your chosen numbers, you draw that many cards. If the number rolled does not match one of your chosen numbers, send that many cards from the Deck to the Graveyard.
Queen Angel of Roses	VE01	J-VA02	Plant/Effect	Earth	7	2400	1300		ocg	You can Tribute Summon this card in face-up Attack Position by Tributing 1 Plant-Type monster. Once per turn, during your Standby Phase, destroy 1 face-up monster on the field with the lowest ATK.
Ignition Beast Volcannon	VE01	J-VA04	Machine/Fusion/Effect	Earth	6	2300	1600		ocg	1 Machine-Type monster + 1 Pyro-Type monster. When this card is Fusion Summoned, select 1 monster your opponent controls. Destroy this card and the selected opponent's monster, and send them to the Graveyard. Then, inflict damage to your opponent equal to the ATK of the opponent's monster sent to the Graveyard.
Snap Dragon	VE03	J-VC01	Plant/Effect	Earth	2	300	100		ocg	When this card is sent to the Graveyard, remove from play 1 random card in your opponent's hand (face-up) until the End Phase. Only 1 "Snap Dragon" can be activated per turn.
Full Elf	VE05	J-VE01	Spellcaster/Effect	Wind	2	800	1300		ocg	Once per turn, reveal 1 Monster Card in your hand to your opponent. Until the End Phase, this card's Level becomes equal to the Level of the revealed monster.
Chew-Bone	VE05	J-VE02	Zombie/Effect	Earth	3	300	300		ocg	FLIP: Special Summon 3 "Chew-Bone Jr. Tokens" (Zombie-Type/EARTH/Level 1/ATK 100/DEF 300) to your opponent's side of the field.
Tri-Star Trion	VE05	J-VE03	Warrior/Effect	Light	1	100	100		ocg	During the End Phase of the turn this card was Tributed for a Tribute Summon, you can Special Summon this card from the Graveyard.
Super Star Mira	VE05	J-VE04	Warrior/Xyz/Effect	Light	*1	1100	1000		ocg	3 Level 1 monsters. If this face-up card on the field would be destroyed, you can detach 1 Xyz Material from it instead. While this card is face-up on the field, face-up Level 4 or lower monsters you control cannot be destroyed by card effects.
Shine Elf	VE05	J-VE05	Spellcaster/Xyz/Effect	Wind	*2	1600	1000		ocg	2 Level 2 monsters. When your opponent Normal or Special Summons a monster, you can detach 1 Xyz Material from this card to have that monster lose 500 ATK.
Zubaba Buster	VE06	J-VF01	Warrior/Effect	Earth	3	1800	600		ocg	If this card inflicts Battle Damage to your opponent, at the end of the Damage Step: You can destroy the monster your opponent controls with the lowest ATK, and this card loses 800 ATK.
Chacchaka Archer	VE06	J-VF02	Warrior/Effect	Wind	6	1200	1800		ocg	Once per turn: You can target 1 Spell/Trap Card; destroy it.
Heavy Machinery King Doboku Zaku	VE06	J-VF03	Machine/Xyz/Effect	Earth	*5	3200	2000		ocg	3 Level 5 monsters. Once per turn: You can detach 1 Xyz Material from this card; send the top 3 cards of your opponent's Deck to the Graveyard, then if Monster Cards were sent to the Graveyard by this effect, you can destroy cards your opponent controls up to the number of sent Monster Cards.
Super Dreadnought Cannon Express Gustaph Max	VE06	J-VF04	Machine/Xyz/Effect	Earth	*10	3000	3000		ocg	2 Level 10 monsters. Once per turn: You can detach 1 Xyz Material from this card; inflict 2000 damage to your opponent.
Number 7: Lucky Stripe	VE06	J-VF05	Fairy/Xyz/Effect	Light	*7	700	700		ocg	3 Level 7 monsters. You can detach 1 Xyz Material from this card to roll a six-sided die twice; until your opponent's next End Phase, this card's ATK becomes 700 x the highest die result, then if the sum of the die rolls equals 7, choose and activate 1 of these effects: *Send all other cards on the field to the Graveyard. *Special Summon 1 monster from your hand or either player's Graveyard. *Draw 3 cards, then discard 2 cards from your hand.
Infernity Archer	VF11	J-VF11	Fiend/Effect	Dark	6	2000	1000		ocg	While you have no cards in your hand, this card can attack your opponent directly.
Dust Lord Ash Gash	VJMP	J-VJ49	Fiend/Effect	Dark	4	1000	1200		ocg	Each time this card inflicts Battle Damage to your opponent, increase the Level of this card by 1 (max. 12).
Rose Witch	VJMP	J-VJ52	Plant/Effect	Earth	4	1600	1000		ocg	This card can be treated as 2 Tributes for the Tribute Summon of a Plant-Type monster.
Phantom King Hyde Ride	VJMP	J-VJ61	Fiend/Tuner	Dark	3	1500	300		ocg	If this card is used as a Synchro Material Monster, the other monsters used for the Synchro Summon are treated as non-Tuner monsters.
Heavenly Wolf King Blue Seirios	VJMP	J-VJ62	Beast-Warrior/Synchro/Effect	Dark	6	2400	1500		ocg	1 Tuner + 1 or more non-Tuner monsters. When this card is destroyed and sent from the field to the Graveyard: You can target 1 face-up monster your opponent controls; that target loses 2400 ATK.
Slifer the Sky Dragon	VJMP	J-VJ64	Divine-Beast/Effect	Divine	10	?	?		ocg	You must Tribute 3 monsters to Normal Summon this card (you cannot Set this card). The Normal Summon of this card cannot be negated. When this card is Normal Summoned, cards and effects cannot be activated. If this card is Special Summoned: Send it to the Graveyard during the End Phase. This card gains 1000 ATK and DEF for each card in your hand. When your opponent Normal or Special Summons a monster(s) in face-up Attack Position: That monster loses 2000 ATK, and if its ATK becomes 0 by this card's effect, destroy that monster.
Dragorado	VJMP	J-VJ65	Dragon/Effect	Dark	4	1300	1900		ocg	When this card is Normal Summoned: You can Target 1 Normal Monster with 1000 ATK or lower from your Graveyard; Special Summon that target in face-up Defense Position. Once per turn: You can Tribute 1 Dragon-Type monster you control to target 1 face-up monster you control; that target becomes Level 8 and gains 800 ATK.
Number 56: Goldrat	WJMP	J-WJ17	Beast/Xyz/Effect	Light	*1	500	600		ocg	3 Level 1 monsters. Once per turn: You can detach 1 Xyz Material from this card; draw 1 card, then return 1 card from your hand to your Deck.
Magi Magi Magician Girl	WJMP	J-WJ18	Spellcaster/Xyz/Effect	Dark	*6	2400	2000		ocg	2 Level 6 Spellcaster-Type monsters. Once per turn, you can detach 1 Xyz Material from this card and banish 1 card in your hand to apply 1 of these effects. *Target 1 monster your opponent controls; gain control of it until the End Phase. *Target 1 monster in your opponent's Graveyard; Special Summon it to your side of the field.
Ape Magician	YDTB	J-DT81	Beast/Effect	Dark	3	800	1200		ocg	Once per turn, if this card is in face-up Attack Position, you can send 1 monster from your hand to the Graveyard and select 1 face-up monster your opponent controls. Take control of the selected monster until the End Phase of this turn. It cannot change its Battle Position this turn.
Catapult Warrior	YF02	J-YF02	Warrior/Synchro/Effect	Earth	5	1000	1500		ocg	1 Tuner + 1 or more non-Tuner monsters. Once per turn, you can Tribute 1 "Junk" monster to inflict damage to your opponent equal to that monster's original ATK.
Infernity General	YF03	J-YF03	Fiend/Effect	Dark	7	2700	1500		ocg	If you have no cards in your hand: You can banish this card from your Graveyard to target 2 Level 3 or lower "Infernity" monsters in your Graveyard; Special Summon those targets. Their effects are negated.
Elemental Hero Escuridao	YG09	J-YG09	Warrior/Fusion/Effect	Dark	8	2500	2000		ocg	1 "Elemental Hero" monster + 1 DARK monster. This card cannot be Special Summoned except by Fusion Summon. This card gains 100 ATK for each "Elemental Hero" monster in your Graveyard.
Horakhty, the Creator of Light	YGOP	J-YGOP	Creator God/Effect	Divine	12	?	?		ocg	Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by Tributing 3 monsters whose original (printed) names are "Obelisk the Tormentor", "The Winged Dragon of Ra" and "Slifer the Sky Dragon", and cannot be Special Summoned by other ways. The Special Summon of this card cannot be negated. The player that Special Summons this card wins the Duel.
Kachi Kochi Dragon	YZ01	J-YZ01	Dragon/Xyz/Effect	Earth	*4	2100	1300		ocg	2 Level 4 monsters. Once per turn, if this card destroys an opponent's monster by battle, you can detach 1 Xyz Material from this card and attack once again in a row.
